DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 10:40:31
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
3.60;0.23;0.11;-0.06;-0.01;-0.05;0.14;0.01;-0.15;-0.10;-0.00;-0.53;
3.65;0.23;0.10;-0.07;-0.05;-0.05;0.14;-0.05;-0.14;-0.10;-0.02;-0.55;
3.70;0.22;0.10;-0.07;-0.02;-0.06;0.14;0.01;-0.14;-0.10;-0.01;-0.54;
3.75;0.22;0.10;-0.08;-0.05;-0.06;0.13;-0.05;-0.14;-0.09;-0.00;-0.55;
3.80;0.21;0.11;-0.08;-0.07;-0.06;0.13;0.01;-0.15;-0.10;0.01;-0.53;
3.85;0.21;0.10;-0.08;-0.03;-0.06;0.14;-0.05;-0.14;-0.10;0.00;-0.54;
3.90;0.22;0.11;-0.07;-0.08;-0.05;0.14;0.01;-0.13;-0.10;-0.00;-0.53;
3.95;0.22;0.11;-0.07;-0.06;-0.05;0.14;-0.05;-0.15;-0.10;-0.00;-0.54;
4.00;0.22;0.10;-0.06;-0.07;-0.05;0.14;0.01;-0.13;-0.10;0.01;-0.53;
4.05;0.22;0.10;-0.07;-0.11;-0.05;0.14;-0.05;-0.13;-0.10;0.02;-0.54;
4.10;0.22;0.10;-0.07;-0.05;-0.06;0.14;0.01;-0.12;-0.10;0.01;-0.52;
4.15;0.21;0.09;-0.08;-0.06;-0.07;0.14;-0.04;-0.14;-0.09;-0.00;-0.53;
4.20;0.21;0.08;-0.08;-0.06;-0.07;0.13;0.02;-0.16;-0.10;0.02;-0.53;
4.25;0.21;0.09;-0.08;-0.03;-0.06;0.13;-0.04;-0.15;-0.10;0.01;-0.55;
4.30;0.22;0.11;-0.07;-0.05;-0.05;0.14;0.01;-0.14;-0.11;0.00;-0.54;
4.35;0.22;0.14;-0.08;-0.04;-0.05;0.15;-0.05;-0.13;-0.11;-0.00;-0.55;
4.40;0.22;0.11;-0.07;-0.01;-0.04;0.14;0.01;-0.14;-0.11;0.00;-0.53;
4.45;0.22;0.09;-0.07;0.00;-0.05;0.14;-0.05;-0.15;-0.10;0.02;-0.54;
4.50;0.22;0.08;-0.07;0.01;-0.05;0.14;0.01;-0.16;-0.10;0.01;-0.53;
4.55;0.22;0.10;-0.07;0.01;-0.06;0.14;-0.04;-0.15;-0.09;-0.01;-0.54;
4.60;0.22;0.10;-0.07;0.06;-0.06;0.14;0.01;-0.14;-0.09;-0.00;-0.53;
4.65;0.21;0.10;-0.07;0.03;-0.06;0.14;-0.04;-0.14;-0.09;0.02;-0.55;
4.70;0.22;0.08;-0.07;0.02;-0.06;0.14;0.01;-0.14;-0.10;-0.00;-0.54;
4.75;0.21;0.08;-0.07;0.05;-0.06;0.14;-0.04;-0.12;-0.10;-0.01;-0.55;
4.80;0.22;0.09;-0.08;-0.01;-0.06;0.13;0.01;-0.12;-0.11;0.02;-0.54;
4.85;0.21;0.09;-0.08;-0.01;-0.05;0.14;-0.04;-0.15;-0.11;0.03;-0.55;
4.90;0.22;0.11;-0.08;-0.01;-0.05;0.14;-0.00;-0.12;-0.10;0.02;-0.53;
4.95;0.22;0.11;-0.08;-0.04;-0.05;0.14;-0.04;-0.13;-0.10;0.02;-0.53;
5.00;0.22;0.10;-0.07;-0.01;-0.05;0.14;0.01;-0.15;-0.09;0.01;-0.53;
5.05;0.22;0.10;-0.07;-0.05;-0.05;0.14;-0.03;-0.15;-0.09;-0.00;-0.54;
5.10;0.23;0.09;-0.06;-0.06;-0.06;0.14;0.01;-0.12;-0.09;0.01;-0.53;
5.15;0.22;0.09;-0.07;-0.05;-0.06;0.14;-0.03;-0.13;-0.10;0.02;-0.55;
5.20;0.22;0.11;-0.07;-0.10;-0.06;0.13;0.01;-0.13;-0.10;0.01;-0.54;
5.25;0.21;0.12;-0.08;-0.06;-0.06;0.13;-0.03;-0.15;-0.11;0.00;-0.54;
5.30;0.21;0.10;-0.08;-0.05;-0.06;0.14;0.01;-0.13;-0.11;-0.01;-0.52;
5.35;0.21;0.09;-0.08;-0.08;-0.05;0.13;-0.03;-0.15;-0.10;-0.01;-0.53;
5.40;0.22;0.11;-0.08;-0.05;-0.05;0.14;0.00;-0.14;-0.10;0.01;-0.53;
5.45;0.22;0.11;-0.07;-0.08;-0.05;0.14;-0.03;-0.13;-0.10;0.02;-0.55;
5.50;0.23;0.13;-0.07;-0.08;-0.05;0.13;-0.00;-0.15;-0.10;0.02;-0.55;
5.55;0.22;0.13;-0.07;-0.02;-0.06;0.13;-0.03;-0.14;-0.10;0.01;-0.56;
5.60;0.23;0.12;-0.07;-0.02;-0.06;0.13;0.00;-0.14;-0.10;0.01;-0.54;
5.65;0.22;0.11;-0.07;-0.01;-0.06;0.13;-0.03;-0.15;-0.10;0.02;-0.54;
5.70;0.22;0.09;-0.07;-0.01;-0.05;0.13;0.01;-0.13;-0.10;0.01;-0.52;
5.75;0.21;0.10;-0.08;0.01;-0.05;0.15;-0.02;-0.12;-0.10;-0.00;-0.53;
5.80;0.21;0.11;-0.07;-0.00;-0.05;0.15;0.01;-0.12;-0.10;0.02;-0.52;
5.85;0.21;0.09;-0.07;-0.00;-0.05;0.14;-0.03;-0.13;-0.10;0.02;-0.54;
5.90;0.22;0.09;-0.07;0.05;-0.06;0.14;-0.00;-0.14;-0.10;0.01;-0.54;
5.95;0.22;0.12;-0.07;0.02;-0.06;0.14;-0.03;-0.11;-0.10;0.00;-0.56;
6.00;0.23;0.10;-0.07;-0.00;-0.06;0.14;0.00;-0.13;-0.10;0.01;-0.56;
6.05;0.23;0.09;-0.08;0.03;-0.06;0.14;-0.02;-0.14;-0.10;0.03;-0.57;
6.10;0.23;0.10;-0.08;-0.02;-0.06;0.14;0.01;-0.13;-0.10;0.02;-0.55;
6.15;0.22;0.10;-0.08;0.00;-0.05;0.14;-0.01;-0.15;-0.10;0.02;-0.54;
6.20;0.21;0.08;-0.07;-0.01;-0.05;0.14;0.01;-0.15;-0.10;0.02;-0.51;
6.25;0.21;0.09;-0.07;-0.05;-0.05;0.15;-0.02;-0.14;-0.10;0.02;-0.50;
6.30;0.21;0.09;-0.07;-0.02;-0.06;0.14;0.00;-0.14;-0.10;0.01;-0.50;
6.35;0.21;0.10;-0.07;-0.05;-0.06;0.14;-0.02;-0.14;-0.10;0.03;-0.52;
6.40;0.22;0.10;-0.07;-0.05;-0.06;0.14;-0.01;-0.14;-0.10;0.05;-0.53;
6.45;0.22;0.09;-0.07;-0.03;-0.06;0.14;-0.03;-0.13;-0.09;0.03;-0.56;
6.50;0.23;0.09;-0.07;-0.09;-0.05;0.14;-0.01;-0.15;-0.10;0.01;-0.57;
6.55;0.22;0.10;-0.08;-0.07;-0.05;0.13;-0.02;-0.16;-0.10;0.01;-0.57;
6.60;0.22;0.11;-0.07;-0.07;-0.05;0.13;0.00;-0.14;-0.11;0.01;-0.56;
6.65;0.21;0.11;-0.07;-0.09;-0.05;0.13;-0.01;-0.15;-0.11;0.02;-0.54;
6.70;0.22;0.11;-0.07;-0.03;-0.06;0.14;0.01;-0.13;-0.11;0.01;-0.52;
6.75;0.21;0.11;-0.07;-0.04;-0.06;0.13;-0.01;-0.14;-0.11;0.00;-0.51;
6.80;0.22;0.11;-0.07;-0.05;-0.06;0.13;0.00;-0.14;-0.10;0.01;-0.50;
6.85;0.22;0.10;-0.07;-0.03;-0.06;0.12;-0.01;-0.14;-0.10;0.01;-0.52;
6.90;0.22;0.11;-0.08;-0.01;-0.06;0.13;-0.01;-0.13;-0.10;0.03;-0.53;
6.95;0.22;0.13;-0.08;-0.00;-0.06;0.13;-0.02;-0.14;-0.09;0.02;-0.55;
7.00;0.22;0.13;-0.08;-0.00;-0.06;0.15;-0.01;-0.16;-0.10;0.01;-0.55;
7.05;0.22;0.11;-0.08;0.05;-0.06;0.15;-0.01;-0.15;-0.10;-0.01;-0.56;
7.10;0.22;0.12;-0.07;0.04;-0.05;0.14;-0.01;-0.13;-0.10;-0.01;-0.54;
7.15;0.22;0.13;-0.06;-0.01;-0.05;0.13;-0.01;-0.13;-0.10;0.00;-0.54;
7.20;0.22;0.12;-0.06;0.01;-0.05;0.14;-0.00;-0.13;-0.10;0.01;-0.54;
7.25;0.21;0.09;-0.07;-0.02;-0.06;0.14;-0.00;-0.12;-0.10;0.01;-0.55;
7.30;0.22;0.10;-0.07;-0.01;-0.06;0.13;-0.00;-0.13;-0.10;0.01;-0.55;
7.35;0.22;0.10;-0.08;0.03;-0.05;0.13;-0.01;-0.14;-0.10;0.02;-0.55;
7.40;0.22;0.11;-0.08;-0.03;-0.05;0.14;-0.02;-0.14;-0.10;0.03;-0.54;
7.45;0.22;0.10;-0.08;-0.03;-0.05;0.13;-0.01;-0.14;-0.10;0.00;-0.52;
7.50;0.22;0.09;-0.08;-0.05;-0.06;0.12;-0.02;-0.14;-0.10;-0.02;-0.51;
7.55;0.22;0.10;-0.07;-0.07;-0.06;0.13;-0.00;-0.15;-0.10;-0.01;-0.51;
7.60;0.22;0.10;-0.07;-0.03;-0.06;0.14;-0.01;-0.14;-0.10;0.02;-0.51;
7.65;0.21;0.09;-0.07;-0.08;-0.05;0.13;0.00;-0.15;-0.10;0.02;-0.54;
7.70;0.21;0.10;-0.07;-0.07;-0.06;0.13;-0.01;-0.15;-0.10;0.02;-0.56;
7.75;0.21;0.10;-0.07;-0.06;-0.06;0.14;0.00;-0.13;-0.10;0.01;-0.58;
7.80;0.22;0.12;-0.08;-0.10;-0.06;0.15;-0.01;-0.11;-0.10;0.01;-0.57;
7.85;0.23;0.11;-0.08;-0.05;-0.06;0.15;0.01;-0.12;-0.10;0.01;-0.55;
7.90;0.23;0.09;-0.07;-0.04;-0.06;0.15;-0.01;-0.15;-0.10;0.02;-0.52;
7.95;0.22;0.09;-0.07;-0.05;-0.06;0.15;-0.00;-0.14;-0.10;0.00;-0.50;
8.00;0.22;0.10;-0.07;-0.02;-0.05;0.14;-0.02;-0.15;-0.10;-0.02;-0.50;
8.05;0.21;0.11;-0.07;-0.03;-0.05;0.14;-0.01;-0.13;-0.10;-0.01;-0.52;
8.10;0.22;0.10;-0.07;-0.02;-0.06;0.14;-0.02;-0.13;-0.10;0.01;-0.53;
8.15;0.22;0.10;-0.07;0.00;-0.06;0.14;0.00;-0.14;-0.10;0.00;-0.56;
8.20;0.22;0.09;-0.07;0.03;-0.06;0.13;-0.01;-0.14;-0.10;0.01;-0.57;
8.25;0.22;0.09;-0.07;0.03;-0.06;0.13;0.01;-0.12;-0.10;0.01;-0.57;
8.30;0.22;0.11;-0.07;0.01;-0.06;0.14;-0.01;-0.14;-0.10;0.01;-0.55;
8.35;0.22;0.11;-0.07;0.05;-0.06;0.15;0.02;-0.15;-0.10;-0.00;-0.54;
8.40;0.22;0.09;-0.07;0.02;-0.06;0.15;-0.01;-0.14;-0.11;-0.00;-0.51;
8.45;0.21;0.08;-0.07;-0.01;-0.06;0.14;0.01;-0.12;-0.10;0.01;-0.51;
8.50;0.22;0.09;-0.07;0.03;-0.06;0.13;-0.03;-0.15;-0.10;0.01;-0.51;
8.55;0.22;0.09;-0.07;-0.03;-0.05;0.13;0.00;-0.16;-0.10;-0.00;-0.53;
8.60;0.22;0.11;-0.07;-0.03;-0.05;0.13;-0.03;-0.16;-0.10;-0.00;-0.54;
8.65;0.22;0.10;-0.08;-0.03;-0.05;0.14;0.01;-0.14;-0.10;-0.01;-0.56;
8.70;0.22;0.11;-0.08;-0.06;-0.05;0.13;-0.02;-0.15;-0.10;-0.01;-0.56;
8.75;0.22;0.10;-0.08;-0.02;-0.05;0.13;0.02;-0.14;-0.10;-0.00;-0.55;
8.80;0.22;0.09;-0.07;-0.06;-0.06;0.15;-0.01;-0.13;-0.10;0.01;-0.53;
8.85;0.22;0.10;-0.07;-0.07;-0.06;0.15;0.02;-0.14;-0.10;-0.01;-0.52;
8.90;0.22;0.10;-0.07;-0.04;-0.06;0.14;-0.02;-0.14;-0.10;-0.01;-0.52;
8.95;0.22;0.09;-0.07;-0.09;-0.06;0.14;0.02;-0.14;-0.10;-0.01;-0.52;
9.00;0.22;0.08;-0.07;-0.07;-0.06;0.14;-0.02;-0.14;-0.10;-0.01;-0.52;
9.05;0.21;0.09;-0.08;-0.04;-0.06;0.14;0.02;-0.14;-0.10;0.00;-0.54;
9.10;0.22;0.09;-0.08;-0.05;-0.06;0.13;-0.02;-0.13;-0.10;0.02;-0.54;
9.15;0.22;0.10;-0.08;-0.02;-0.06;0.12;0.02;-0.14;-0.10;0.01;-0.55;
9.20;0.22;0.11;-0.07;-0.00;-0.06;0.12;-0.02;-0.15;-0.10;0.01;-0.55;
9.25;0.22;0.10;-0.07;0.02;-0.05;0.13;0.02;-0.15;-0.10;0.02;-0.55;
9.30;0.22;0.10;-0.07;0.02;-0.05;0.14;-0.02;-0.16;-0.10;0.02;-0.54;
9.35;0.22;0.10;-0.07;0.04;-0.05;0.14;0.02;-0.15;-0.10;0.01;-0.53;
9.40;0.22;0.10;-0.07;0.06;-0.06;0.14;-0.02;-0.14;-0.10;-0.01;-0.52;
9.45;0.22;0.09;-0.07;0.03;-0.06;0.13;0.03;-0.14;-0.10;0.00;-0.52;
9.50;0.22;0.10;-0.07;0.06;-0.05;0.13;-0.03;-0.14;-0.10;0.00;-0.52;
9.55;0.22;0.10;-0.07;0.03;-0.05;0.14;0.02;-0.14;-0.10;-0.00;-0.52;
9.60;0.22;0.10;-0.08;-0.01;-0.05;0.13;-0.03;-0.15;-0.11;0.01;-0.53;
9.65;0.21;0.10;-0.08;0.02;-0.06;0.12;0.02;-0.14;-0.11;0.01;-0.55;
9.70;0.21;0.11;-0.08;-0.01;-0.06;0.13;-0.03;-0.14;-0.10;-0.01;-0.55;
9.75;0.22;0.10;-0.08;-0.04;-0.06;0.13;0.02;-0.15;-0.10;-0.00;-0.56;
9.80;0.22;0.09;-0.07;-0.03;-0.06;0.14;-0.03;-0.15;-0.10;0.01;-0.55;
9.85;0.22;0.09;-0.07;-0.07;-0.05;0.14;0.03;-0.15;-0.10;0.02;-0.55;
9.90;0.22;0.11;-0.07;-0.04;-0.05;0.14;-0.03;-0.14;-0.10;0.01;-0.53;
9.95;0.22;0.10;-0.07;-0.05;-0.05;0.13;0.03;-0.14;-0.10;0.00;-0.52;
10.00;0.22;0.12;-0.07;-0.08;-0.06;0.14;-0.03;-0.14;-0.10;0.02;-0.52;
10.05;0.22;0.10;-0.07;-0.05;-0.06;0.14;0.03;-0.14;-0.10;0.02;-0.53;
10.10;0.22;0.09;-0.07;-0.09;-0.06;0.14;-0.03;-0.12;-0.10;0.01;-0.54;
10.15;0.22;0.09;-0.07;-0.08;-0.06;0.13;0.03;-0.12;-0.10;0.00;-0.55;
10.20;0.22;0.09;-0.07;-0.03;-0.06;0.14;-0.03;-0.14;-0.10;0.00;-0.55;
10.25;0.22;0.09;-0.07;-0.07;-0.05;0.14;0.03;-0.15;-0.10;-0.00;-0.56;
10.30;0.22;0.11;-0.07;-0.05;-0.05;0.14;-0.03;-0.15;-0.10;-0.01;-0.55;
10.35;0.22;0.11;-0.07;-0.04;-0.05;0.13;0.04;-0.15;-0.10;0.00;-0.55;
10.40;0.22;0.10;-0.07;-0.04;-0.05;0.12;-0.03;-0.13;-0.10;0.01;-0.54;
10.45;0.22;0.10;-0.07;-0.03;-0.06;0.12;0.04;-0.14;-0.10;0.04;-0.54;
10.50;0.22;0.10;-0.08;-0.02;-0.06;0.14;-0.03;-0.15;-0.10;0.04;-0.53;
10.55;0.22;0.10;-0.08;0.01;-0.06;0.14;0.04;-0.13;-0.10;0.02;-0.53;
10.60;0.22;0.09;-0.08;-0.00;-0.06;0.14;-0.03;-0.12;-0.10;-0.02;-0.53;
10.65;0.22;0.10;-0.07;0.03;-0.06;0.13;0.04;-0.13;-0.10;-0.03;-0.54;
10.70;0.22;0.10;-0.07;0.05;-0.05;0.13;-0.03;-0.14;-0.10;-0.02;-0.53;
10.75;0.22;0.10;-0.07;-0.00;-0.05;0.13;0.04;-0.14;-0.10;-0.00;-0.54;
10.80;0.22;0.10;-0.07;0.03;-0.05;0.13;-0.03;-0.13;-0.10;-0.00;-0.54;
10.85;0.22;0.10;-0.07;0.03;-0.05;0.13;0.05;-0.13;-0.11;-0.01;-0.55;
10.90;0.22;0.11;-0.07;-0.02;-0.05;0.12;-0.03;-0.15;-0.11;0.02;-0.55;
10.95;0.22;0.11;-0.08;0.01;-0.06;0.13;0.05;-0.15;-0.11;0.03;-0.55;
11.00;0.22;0.09;-0.08;-0.03;-0.06;0.13;-0.03;-0.14;-0.11;0.04;-0.54;
11.05;0.22;0.10;-0.08;-0.03;-0.06;0.13;0.04;-0.13;-0.10;0.02;-0.54;
11.10;0.21;0.12;-0.08;-0.02;-0.06;0.13;-0.04;-0.16;-0.10;0.00;-0.53;
11.15;0.22;0.13;-0.07;-0.07;-0.06;0.14;0.04;-0.15;-0.10;0.00;-0.53;
11.20;0.22;0.10;-0.07;-0.05;-0.06;0.13;-0.03;-0.14;-0.09;0.00;-0.53;
11.25;0.22;0.09;-0.07;-0.07;-0.05;0.13;0.05;-0.15;-0.10;-0.01;-0.54;
11.30;0.22;0.08;-0.07;-0.08;-0.06;0.13;-0.03;-0.14;-0.10;0.02;-0.54;
11.35;0.22;0.10;-0.07;-0.04;-0.06;0.13;0.05;-0.15;-0.10;0.05;-0.55;
11.40;0.22;0.11;-0.07;-0.07;-0.06;0.14;-0.03;-0.16;-0.10;0.04;-0.55;
11.45;0.22;0.08;-0.08;-0.07;-0.06;0.15;0.05;-0.15;-0.10;0.02;-0.56;
11.50;0.22;0.08;-0.07;-0.05;-0.06;0.14;-0.04;-0.13;-0.10;0.02;-0.55;
11.55;0.22;0.09;-0.07;-0.08;-0.05;0.14;0.05;-0.13;-0.10;0.02;-0.55;
11.60;0.22;0.10;-0.07;-0.04;-0.05;0.14;-0.04;-0.15;-0.10;0.01;-0.54;
11.65;0.22;0.10;-0.07;-0.02;-0.05;0.14;0.05;-0.15;-0.10;0.01;-0.53;
11.70;0.21;0.10;-0.07;-0.00;-0.06;0.13;-0.04;-0.13;-0.10;-0.01;-0.53;
11.75;0.22;0.10;-0.07;0.00;-0.05;0.13;0.05;-0.15;-0.10;-0.01;-0.53;
11.80;0.22;0.11;-0.08;-0.00;-0.05;0.14;-0.03;-0.13;-0.10;0.01;-0.53;
11.85;0.22;0.13;-0.08;0.03;-0.05;0.13;0.06;-0.12;-0.10;0.02;-0.54;
11.90;0.22;0.12;-0.08;0.00;-0.05;0.13;-0.03;-0.12;-0.10;0.01;-0.54;
11.95;0.22;0.09;-0.08;0.02;-0.06;0.13;0.06;-0.14;-0.10;0.02;-0.55;
12.00;0.22;0.09;-0.07;0.03;-0.06;0.14;-0.04;-0.14;-0.10;0.02;-0.55;
12.05;0.22;0.09;-0.07;-0.01;-0.06;0.14;0.05;-0.13;-0.10;-0.01;-0.55;
12.10;0.22;0.08;-0.07;0.03;-0.06;0.13;-0.05;-0.13;-0.10;-0.00;-0.54;
12.15;0.22;0.07;-0.07;0.01;-0.06;0.13;0.05;-0.13;-0.10;0.00;-0.54;
12.20;0.22;0.09;-0.07;-0.02;-0.06;0.13;-0.05;-0.13;-0.10;0.00;-0.53;
