DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 10:54:23
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
2.05;0.19;0.12;-0.11;-0.05;-0.09;0.10;-0.28;-0.15;-0.14;-0.00;-0.75;
2.10;0.18;0.12;-0.12;-0.11;-0.09;0.11;-0.09;-0.16;-0.14;-0.02;-0.79;
2.15;0.18;0.11;-0.12;-0.07;-0.09;0.11;-0.26;-0.14;-0.13;-0.01;-0.78;
2.20;0.18;0.12;-0.12;-0.09;-0.09;0.11;-0.05;-0.15;-0.14;-0.02;-0.80;
2.25;0.17;0.12;-0.12;-0.09;-0.10;0.11;-0.24;-0.15;-0.14;-0.01;-0.76;
2.30;0.18;0.12;-0.13;-0.04;-0.10;0.11;-0.06;-0.15;-0.15;-0.00;-0.75;
2.35;0.18;0.13;-0.12;-0.07;-0.10;0.10;-0.25;-0.15;-0.15;-0.00;-0.70;
2.40;0.19;0.12;-0.11;-0.05;-0.10;0.10;-0.07;-0.16;-0.15;-0.03;-0.72;
2.45;0.19;0.14;-0.10;-0.03;-0.09;0.11;-0.27;-0.17;-0.15;-0.02;-0.72;
2.50;0.20;0.14;-0.10;-0.01;-0.09;0.11;-0.09;-0.14;-0.14;-0.01;-0.78;
2.55;0.19;0.13;-0.10;-0.02;-0.09;0.11;-0.28;-0.16;-0.14;-0.01;-0.78;
2.60;0.19;0.12;-0.11;-0.01;-0.10;0.10;-0.08;-0.17;-0.14;-0.02;-0.80;
2.65;0.18;0.11;-0.11;0.03;-0.09;0.10;-0.26;-0.17;-0.14;-0.03;-0.76;
2.70;0.18;0.12;-0.11;-0.02;-0.08;0.11;-0.05;-0.17;-0.14;-0.02;-0.75;
2.75;0.17;0.13;-0.11;-0.02;-0.08;0.12;-0.25;-0.15;-0.15;-0.03;-0.71;
2.80;0.17;0.11;-0.12;-0.01;-0.10;0.11;-0.07;-0.15;-0.15;-0.03;-0.74;
2.85;0.18;0.12;-0.12;-0.06;-0.11;0.11;-0.27;-0.16;-0.15;-0.01;-0.75;
2.90;0.18;0.13;-0.12;-0.02;-0.11;0.11;-0.09;-0.16;-0.15;0.00;-0.80;
2.95;0.19;0.14;-0.11;-0.07;-0.11;0.11;-0.29;-0.15;-0.15;-0.01;-0.80;
3.00;0.19;0.14;-0.11;-0.08;-0.10;0.09;-0.11;-0.13;-0.14;-0.03;-0.80;
3.05;0.20;0.12;-0.11;-0.05;-0.09;0.09;-0.29;-0.14;-0.14;-0.02;-0.73;
3.10;0.20;0.12;-0.11;-0.10;-0.09;0.10;-0.08;-0.16;-0.14;0.00;-0.71;
3.15;0.19;0.11;-0.11;-0.07;-0.09;0.11;-0.28;-0.15;-0.14;-0.01;-0.68;
3.20;0.19;0.11;-0.11;-0.04;-0.09;0.10;-0.09;-0.15;-0.14;-0.01;-0.73;
3.25;0.18;0.13;-0.11;-0.08;-0.09;0.11;-0.28;-0.15;-0.14;-0.00;-0.76;
3.30;0.17;0.14;-0.11;-0.05;-0.09;0.11;-0.08;-0.15;-0.15;-0.02;-0.83;
3.35;0.17;0.12;-0.11;-0.04;-0.10;0.11;-0.26;-0.14;-0.15;-0.02;-0.82;
3.40;0.18;0.12;-0.11;-0.03;-0.10;0.10;-0.07;-0.16;-0.15;-0.01;-0.81;
3.45;0.18;0.13;-0.11;-0.04;-0.10;0.09;-0.28;-0.16;-0.14;-0.02;-0.73;
3.50;0.19;0.13;-0.12;-0.01;-0.09;0.10;-0.12;-0.17;-0.13;-0.02;-0.70;
3.55;0.19;0.12;-0.12;0.00;-0.09;0.11;-0.32;-0.14;-0.13;-0.01;-0.68;
3.60;0.19;0.11;-0.12;-0.03;-0.10;0.11;-0.13;-0.12;-0.14;0.00;-0.73;
3.65;0.18;0.11;-0.12;0.01;-0.10;0.12;-0.31;-0.15;-0.14;-0.01;-0.76;
3.70;0.18;0.12;-0.11;-0.01;-0.10;0.12;-0.11;-0.15;-0.15;0.01;-0.81;
3.75;0.18;0.12;-0.11;-0.03;-0.09;0.12;-0.29;-0.16;-0.14;0.02;-0.79;
3.80;0.18;0.13;-0.11;-0.00;-0.10;0.11;-0.11;-0.15;-0.14;-0.00;-0.77;
3.85;0.19;0.12;-0.11;-0.06;-0.10;0.11;-0.29;-0.16;-0.14;0.01;-0.71;
3.90;0.19;0.12;-0.12;-0.08;-0.09;0.11;-0.12;-0.16;-0.14;-0.00;-0.70;
3.95;0.19;0.13;-0.11;-0.09;-0.08;0.11;-0.32;-0.15;-0.15;-0.02;-0.70;
4.00;0.18;0.13;-0.11;-0.10;-0.08;0.11;-0.14;-0.14;-0.15;-0.00;-0.76;
4.05;0.18;0.13;-0.11;-0.06;-0.10;0.10;-0.32;-0.14;-0.15;-0.01;-0.79;
4.10;0.17;0.13;-0.12;-0.10;-0.10;0.10;-0.13;-0.15;-0.15;-0.01;-0.82;
4.15;0.17;0.13;-0.11;-0.10;-0.11;0.11;-0.31;-0.16;-0.14;-0.02;-0.80;
4.20;0.18;0.14;-0.11;-0.06;-0.11;0.10;-0.13;-0.16;-0.13;-0.02;-0.77;
4.25;0.18;0.12;-0.11;-0.07;-0.10;0.09;-0.31;-0.14;-0.13;-0.01;-0.72;
4.30;0.19;0.13;-0.11;-0.05;-0.09;0.10;-0.13;-0.13;-0.14;-0.01;-0.72;
4.35;0.20;0.13;-0.11;-0.01;-0.08;0.10;-0.31;-0.14;-0.15;-0.03;-0.73;
4.40;0.20;0.12;-0.11;0.02;-0.09;0.11;-0.13;-0.17;-0.15;-0.02;-0.76;
4.45;0.19;0.12;-0.11;0.02;-0.10;0.11;-0.31;-0.16;-0.15;-0.02;-0.77;
4.50;0.18;0.13;-0.12;0.00;-0.11;0.10;-0.13;-0.15;-0.15;-0.02;-0.77;
4.55;0.17;0.12;-0.12;0.04;-0.10;0.11;-0.30;-0.14;-0.15;-0.02;-0.74;
4.60;0.16;0.11;-0.13;-0.02;-0.09;0.11;-0.11;-0.11;-0.14;-0.01;-0.73;
4.65;0.17;0.12;-0.12;-0.03;-0.09;0.11;-0.29;-0.14;-0.13;-0.02;-0.73;
4.70;0.18;0.13;-0.12;-0.02;-0.09;0.10;-0.12;-0.16;-0.13;-0.02;-0.76;
4.75;0.19;0.11;-0.11;-0.05;-0.09;0.11;-0.29;-0.15;-0.14;-0.02;-0.77;
4.80;0.20;0.11;-0.10;-0.03;-0.09;0.11;-0.11;-0.15;-0.15;-0.00;-0.79;
4.85;0.20;0.12;-0.10;-0.10;-0.10;0.10;-0.28;-0.15;-0.15;-0.02;-0.76;
4.90;0.20;0.13;-0.10;-0.10;-0.10;0.11;-0.10;-0.15;-0.14;0.00;-0.74;
4.95;0.19;0.14;-0.11;-0.05;-0.10;0.11;-0.27;-0.15;-0.13;0.01;-0.73;
5.00;0.18;0.14;-0.12;-0.10;-0.10;0.10;-0.08;-0.15;-0.14;-0.00;-0.74;
5.05;0.18;0.15;-0.12;-0.08;-0.10;0.11;-0.24;-0.15;-0.15;-0.01;-0.76;
5.10;0.18;0.13;-0.12;-0.07;-0.10;0.11;-0.07;-0.18;-0.15;-0.02;-0.78;
5.15;0.18;0.12;-0.12;-0.09;-0.10;0.11;-0.24;-0.19;-0.15;-0.03;-0.77;
5.20;0.18;0.13;-0.12;-0.05;-0.09;0.11;-0.07;-0.15;-0.15;-0.03;-0.75;
5.25;0.18;0.14;-0.12;-0.02;-0.09;0.12;-0.23;-0.14;-0.15;-0.03;-0.72;
5.30;0.18;0.13;-0.11;-0.01;-0.09;0.12;-0.05;-0.14;-0.14;-0.02;-0.71;
5.35;0.18;0.12;-0.11;-0.03;-0.10;0.12;-0.20;-0.15;-0.14;-0.02;-0.73;
5.40;0.18;0.12;-0.10;0.01;-0.10;0.12;-0.02;-0.16;-0.14;-0.03;-0.76;
5.45;0.19;0.12;-0.10;0.02;-0.10;0.12;-0.18;-0.16;-0.14;-0.01;-0.79;
5.50;0.19;0.13;-0.11;-0.02;-0.09;0.12;-0.02;-0.16;-0.15;-0.01;-0.79;
5.55;0.19;0.13;-0.12;0.03;-0.08;0.12;-0.19;-0.15;-0.15;-0.01;-0.77;
5.60;0.19;0.14;-0.12;-0.01;-0.09;0.12;-0.02;-0.14;-0.15;-0.02;-0.74;
5.65;0.19;0.14;-0.12;-0.04;-0.10;0.11;-0.17;-0.15;-0.15;-0.02;-0.71;
5.70;0.18;0.14;-0.12;-0.02;-0.11;0.11;-0.00;-0.16;-0.14;-0.01;-0.71;
5.75;0.17;0.13;-0.12;-0.08;-0.10;0.11;-0.16;-0.17;-0.13;-0.01;-0.73;
5.80;0.17;0.14;-0.11;-0.06;-0.10;0.11;0.01;-0.14;-0.13;-0.02;-0.76;
5.85;0.17;0.12;-0.12;-0.07;-0.10;0.10;-0.16;-0.16;-0.14;-0.02;-0.77;
5.90;0.18;0.12;-0.11;-0.10;-0.09;0.10;0.00;-0.18;-0.15;-0.03;-0.76;
5.95;0.19;0.12;-0.11;-0.07;-0.09;0.11;-0.17;-0.14;-0.15;-0.04;-0.75;
6.00;0.19;0.12;-0.10;-0.11;-0.09;0.11;0.01;-0.16;-0.15;-0.04;-0.74;
6.05;0.19;0.14;-0.10;-0.11;-0.10;0.09;-0.16;-0.17;-0.15;-0.03;-0.75;
6.10;0.19;0.14;-0.11;-0.06;-0.10;0.10;0.02;-0.15;-0.15;-0.02;-0.76;
6.15;0.18;0.15;-0.11;-0.06;-0.10;0.12;-0.15;-0.14;-0.14;-0.02;-0.77;
6.20;0.18;0.14;-0.12;-0.04;-0.10;0.12;0.05;-0.15;-0.14;-0.01;-0.75;
6.25;0.17;0.12;-0.12;-0.03;-0.09;0.11;-0.13;-0.15;-0.14;-0.00;-0.73;
6.30;0.17;0.13;-0.12;0.02;-0.09;0.11;0.05;-0.15;-0.14;0.00;-0.71;
6.35;0.18;0.14;-0.12;-0.00;-0.09;0.12;-0.14;-0.16;-0.14;0.00;-0.73;
6.40;0.18;0.14;-0.12;-0.01;-0.09;0.12;0.01;-0.15;-0.14;-0.01;-0.76;
6.45;0.18;0.14;-0.11;0.04;-0.09;0.11;-0.15;-0.16;-0.14;-0.01;-0.80;
6.50;0.18;0.13;-0.10;-0.01;-0.10;0.11;0.02;-0.16;-0.14;0.01;-0.80;
6.55;0.18;0.11;-0.10;-0.02;-0.10;0.10;-0.15;-0.15;-0.14;-0.01;-0.79;
6.60;0.19;0.11;-0.11;-0.02;-0.11;0.09;0.02;-0.15;-0.15;-0.02;-0.73;
6.65;0.19;0.12;-0.12;-0.06;-0.10;0.11;-0.14;-0.14;-0.15;-0.01;-0.71;
6.70;0.19;0.14;-0.12;-0.03;-0.09;0.12;0.04;-0.15;-0.15;-0.01;-0.68;
6.75;0.19;0.14;-0.12;-0.06;-0.09;0.12;-0.12;-0.15;-0.14;-0.01;-0.71;
6.80;0.19;0.12;-0.11;-0.07;-0.09;0.12;0.04;-0.16;-0.13;-0.02;-0.73;
6.85;0.18;0.10;-0.11;-0.04;-0.09;0.11;-0.12;-0.17;-0.14;-0.03;-0.77;
6.90;0.17;0.11;-0.11;-0.10;-0.09;0.11;0.04;-0.17;-0.14;-0.01;-0.77;
6.95;0.17;0.12;-0.11;-0.08;-0.09;0.10;-0.14;-0.16;-0.15;-0.02;-0.79;
7.00;0.17;0.13;-0.11;-0.07;-0.10;0.10;0.01;-0.14;-0.15;-0.02;-0.78;
7.05;0.18;0.12;-0.11;-0.10;-0.10;0.10;-0.15;-0.15;-0.15;-0.02;-0.79;
7.10;0.19;0.13;-0.11;-0.06;-0.11;0.11;0.01;-0.17;-0.14;-0.03;-0.76;
7.15;0.20;0.12;-0.11;-0.06;-0.11;0.12;-0.14;-0.17;-0.14;-0.01;-0.75;
7.20;0.20;0.10;-0.11;-0.06;-0.10;0.12;0.01;-0.15;-0.13;-0.01;-0.70;
7.25;0.19;0.11;-0.12;-0.04;-0.09;0.12;-0.13;-0.15;-0.13;-0.01;-0.69;
7.30;0.18;0.14;-0.11;-0.00;-0.09;0.12;0.03;-0.14;-0.14;-0.01;-0.68;
7.35;0.17;0.13;-0.12;0.01;-0.10;0.12;-0.12;-0.15;-0.14;0.01;-0.73;
7.40;0.17;0.12;-0.12;-0.02;-0.11;0.12;0.03;-0.15;-0.15;0.01;-0.76;
7.45;0.17;0.13;-0.12;0.02;-0.09;0.11;-0.13;-0.15;-0.16;-0.02;-0.81;
7.50;0.17;0.14;-0.11;-0.01;-0.09;0.11;0.01;-0.16;-0.16;-0.01;-0.80;
7.55;0.18;0.13;-0.11;-0.04;-0.08;0.11;-0.14;-0.16;-0.15;0.00;-0.79;
7.60;0.19;0.12;-0.10;0.02;-0.09;0.11;0.02;-0.14;-0.14;-0.01;-0.73;
7.65;0.19;0.12;-0.11;-0.02;-0.09;0.11;-0.13;-0.14;-0.13;-0.01;-0.72;
7.70;0.19;0.13;-0.11;-0.04;-0.10;0.12;0.03;-0.17;-0.13;-0.01;-0.71;
7.75;0.19;0.14;-0.11;-0.04;-0.10;0.11;-0.12;-0.16;-0.13;-0.02;-0.75;
7.80;0.18;0.14;-0.11;-0.08;-0.10;0.11;0.03;-0.17;-0.14;-0.02;-0.75;
7.85;0.18;0.13;-0.12;-0.05;-0.10;0.11;-0.12;-0.16;-0.14;-0.02;-0.76;
7.90;0.18;0.13;-0.12;-0.10;-0.10;0.11;0.01;-0.16;-0.15;-0.02;-0.73;
7.95;0.18;0.13;-0.12;-0.10;-0.10;0.11;-0.13;-0.15;-0.14;-0.02;-0.74;
8.00;0.18;0.12;-0.11;-0.06;-0.10;0.12;0.01;-0.14;-0.15;-0.01;-0.73;
8.05;0.18;0.14;-0.12;-0.11;-0.09;0.11;-0.13;-0.16;-0.15;-0.02;-0.77;
8.10;0.17;0.13;-0.12;-0.07;-0.09;0.10;0.01;-0.15;-0.15;-0.01;-0.77;
8.15;0.17;0.12;-0.12;-0.02;-0.09;0.10;-0.12;-0.15;-0.15;0.01;-0.78;
8.20;0.18;0.10;-0.12;-0.03;-0.09;0.11;0.01;-0.16;-0.14;-0.02;-0.73;
8.25;0.18;0.10;-0.12;-0.02;-0.09;0.11;-0.13;-0.15;-0.14;-0.03;-0.73;
8.30;0.19;0.12;-0.10;-0.00;-0.10;0.11;-0.00;-0.16;-0.14;-0.04;-0.70;
8.35;0.19;0.13;-0.10;0.01;-0.10;0.11;-0.12;-0.17;-0.14;-0.05;-0.74;
8.40;0.19;0.15;-0.10;-0.01;-0.10;0.10;0.01;-0.18;-0.14;-0.03;-0.75;
8.45;0.18;0.12;-0.11;0.02;-0.10;0.10;-0.12;-0.17;-0.14;-0.04;-0.79;
8.50;0.18;0.11;-0.11;0.03;-0.10;0.10;0.01;-0.16;-0.14;-0.04;-0.76;
8.55;0.18;0.13;-0.12;-0.03;-0.09;0.10;-0.11;-0.16;-0.14;-0.03;-0.76;
8.60;0.18;0.13;-0.12;-0.02;-0.09;0.12;0.00;-0.15;-0.14;-0.01;-0.71;
8.65;0.18;0.14;-0.13;-0.04;-0.09;0.12;-0.12;-0.15;-0.15;-0.02;-0.73;
8.70;0.18;0.14;-0.12;-0.05;-0.09;0.11;0.00;-0.16;-0.14;-0.03;-0.73;
8.75;0.18;0.14;-0.11;-0.01;-0.10;0.11;-0.11;-0.16;-0.14;-0.01;-0.76;
8.80;0.18;0.13;-0.11;-0.08;-0.10;0.12;0.00;-0.15;-0.14;-0.01;-0.75;
8.85;0.18;0.12;-0.10;-0.08;-0.10;0.12;-0.11;-0.13;-0.14;-0.02;-0.76;
8.90;0.18;0.13;-0.10;-0.07;-0.09;0.12;-0.01;-0.13;-0.14;-0.02;-0.73;
8.95;0.18;0.15;-0.11;-0.12;-0.10;0.12;-0.12;-0.13;-0.14;-0.01;-0.76;
9.00;0.19;0.14;-0.11;-0.07;-0.10;0.12;-0.01;-0.15;-0.14;-0.03;-0.74;
9.05;0.19;0.13;-0.11;-0.07;-0.10;0.12;-0.11;-0.16;-0.14;-0.04;-0.77;
9.10;0.19;0.13;-0.11;-0.07;-0.09;0.11;0.00;-0.14;-0.14;-0.03;-0.74;
9.15;0.18;0.12;-0.12;-0.04;-0.08;0.11;-0.09;-0.13;-0.14;-0.02;-0.74;
9.20;0.18;0.11;-0.12;-0.05;-0.07;0.11;0.02;-0.14;-0.14;0.01;-0.70;
9.25;0.18;0.11;-0.11;-0.03;-0.08;0.11;-0.08;-0.15;-0.14;0.00;-0.73;
9.30;0.18;0.11;-0.11;0.00;-0.10;0.11;0.01;-0.16;-0.14;-0.02;-0.73;
9.35;0.18;0.12;-0.12;0.04;-0.11;0.12;-0.10;-0.16;-0.14;-0.03;-0.77;
9.40;0.18;0.15;-0.11;0.01;-0.11;0.12;-0.01;-0.16;-0.14;-0.05;-0.75;
9.45;0.18;0.12;-0.11;-0.02;-0.11;0.11;-0.12;-0.15;-0.14;-0.04;-0.76;
9.50;0.18;0.11;-0.11;0.04;-0.10;0.10;-0.02;-0.16;-0.14;-0.03;-0.72;
9.55;0.19;0.12;-0.12;-0.02;-0.09;0.11;-0.10;-0.15;-0.14;-0.03;-0.73;
9.60;0.19;0.12;-0.12;-0.03;-0.08;0.12;-0.00;-0.17;-0.14;-0.02;-0.71;
9.65;0.19;0.14;-0.12;-0.02;-0.08;0.11;-0.09;-0.19;-0.15;-0.02;-0.73;
9.70;0.19;0.14;-0.11;-0.06;-0.09;0.11;0.00;-0.16;-0.15;-0.01;-0.71;
9.75;0.18;0.12;-0.11;-0.04;-0.09;0.11;-0.07;-0.13;-0.15;-0.01;-0.73;
9.80;0.17;0.14;-0.11;-0.09;-0.09;0.10;0.02;-0.15;-0.15;-0.02;-0.72;
9.85;0.17;0.14;-0.11;-0.11;-0.09;0.10;-0.08;-0.15;-0.14;-0.01;-0.76;
9.90;0.17;0.12;-0.11;-0.05;-0.10;0.10;-0.01;-0.14;-0.13;-0.01;-0.77;
9.95;0.18;0.12;-0.11;-0.09;-0.11;0.11;-0.10;-0.15;-0.13;-0.01;-0.80;
10.00;0.18;0.11;-0.10;-0.07;-0.10;0.11;-0.02;-0.15;-0.14;-0.01;-0.76;
10.05;0.19;0.11;-0.11;-0.05;-0.10;0.12;-0.09;-0.13;-0.14;-0.01;-0.73;
10.10;0.19;0.13;-0.12;-0.08;-0.10;0.12;-0.00;-0.15;-0.14;-0.00;-0.68;
10.15;0.19;0.15;-0.12;-0.04;-0.09;0.12;-0.08;-0.16;-0.15;-0.02;-0.69;
10.20;0.19;0.15;-0.12;-0.02;-0.09;0.12;0.01;-0.16;-0.15;-0.02;-0.71;
10.25;0.18;0.15;-0.12;0.00;-0.09;0.12;-0.07;-0.14;-0.14;-0.02;-0.76;
10.30;0.18;0.12;-0.11;-0.01;-0.09;0.12;0.01;-0.16;-0.14;-0.03;-0.76;
10.35;0.17;0.11;-0.12;0.01;-0.10;0.11;-0.06;-0.14;-0.14;-0.01;-0.76;
10.40;0.17;0.14;-0.11;0.02;-0.10;0.11;0.00;-0.15;-0.15;0.00;-0.74;
10.45;0.17;0.14;-0.11;-0.03;-0.10;0.11;-0.08;-0.17;-0.15;-0.01;-0.76;
10.50;0.18;0.13;-0.11;0.02;-0.09;0.11;-0.02;-0.15;-0.14;-0.02;-0.76;
10.55;0.18;0.13;-0.11;0.01;-0.09;0.12;-0.10;-0.16;-0.13;-0.03;-0.78;
10.60;0.19;0.13;-0.11;-0.03;-0.09;0.11;-0.04;-0.15;-0.13;-0.02;-0.74;
10.65;0.19;0.14;-0.11;-0.01;-0.10;0.11;-0.08;-0.16;-0.13;-0.02;-0.72;
10.70;0.19;0.12;-0.12;-0.06;-0.10;0.11;-0.01;-0.17;-0.13;-0.02;-0.69;
10.75;0.19;0.12;-0.12;-0.05;-0.10;0.12;-0.05;-0.17;-0.14;-0.01;-0.71;
10.80;0.18;0.12;-0.12;-0.05;-0.10;0.11;0.01;-0.18;-0.15;-0.02;-0.72;
10.85;0.18;0.12;-0.11;-0.11;-0.09;0.11;-0.05;-0.18;-0.15;-0.01;-0.76;
10.90;0.18;0.12;-0.11;-0.08;-0.09;0.11;-0.00;-0.15;-0.15;-0.00;-0.75;
10.95;0.17;0.13;-0.11;-0.10;-0.09;0.12;-0.07;-0.15;-0.15;-0.02;-0.75;
11.00;0.17;0.12;-0.11;-0.11;-0.10;0.12;-0.03;-0.13;-0.14;-0.03;-0.73;
11.05;0.17;0.13;-0.11;-0.04;-0.10;0.12;-0.08;-0.13;-0.14;-0.01;-0.76;
11.10;0.17;0.11;-0.11;-0.06;-0.09;0.12;-0.03;-0.16;-0.14;-0.01;-0.77;
11.15;0.18;0.10;-0.12;-0.04;-0.09;0.12;-0.07;-0.15;-0.14;-0.03;-0.77;
11.20;0.19;0.13;-0.13;-0.03;-0.09;0.10;-0.02;-0.15;-0.14;-0.03;-0.72;
11.25;0.19;0.11;-0.12;-0.01;-0.09;0.10;-0.06;-0.14;-0.14;-0.03;-0.70;
11.30;0.20;0.12;-0.11;-0.00;-0.09;0.10;-0.00;-0.13;-0.15;-0.02;-0.68;
11.35;0.19;0.13;-0.11;0.00;-0.10;0.11;-0.05;-0.14;-0.15;-0.02;-0.72;
11.40;0.19;0.12;-0.10;0.05;-0.10;0.11;-0.01;-0.14;-0.14;-0.01;-0.76;
11.45;0.18;0.13;-0.10;0.01;-0.10;0.11;-0.05;-0.14;-0.14;-0.00;-0.79;
11.50;0.18;0.12;-0.11;-0.01;-0.10;0.11;-0.02;-0.15;-0.14;-0.01;-0.76;
11.55;0.17;0.11;-0.12;0.01;-0.09;0.10;-0.06;-0.15;-0.14;-0.02;-0.73;
11.60;0.17;0.14;-0.13;-0.04;-0.09;0.10;-0.03;-0.15;-0.15;-0.01;-0.71;
11.65;0.17;0.15;-0.13;-0.02;-0.09;0.11;-0.06;-0.15;-0.15;-0.01;-0.73;
11.70;0.18;0.16;-0.12;-0.05;-0.09;0.11;-0.03;-0.14;-0.15;0.00;-0.74;
11.75;0.18;0.16;-0.11;-0.08;-0.09;0.11;-0.05;-0.16;-0.14;0.00;-0.74;
11.80;0.19;0.14;-0.10;-0.04;-0.09;0.11;-0.01;-0.15;-0.13;-0.03;-0.71;
11.85;0.19;0.13;-0.10;-0.10;-0.10;0.11;-0.04;-0.17;-0.13;-0.03;-0.69;
11.90;0.19;0.13;-0.11;-0.09;-0.10;0.11;-0.03;-0.15;-0.14;-0.02;-0.71;
11.95;0.19;0.12;-0.12;-0.05;-0.10;0.12;-0.05;-0.13;-0.14;-0.01;-0.77;
12.00;0.18;0.12;-0.11;-0.08;-0.09;0.12;-0.03;-0.15;-0.15;-0.02;-0.80;
