DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 09:45:45
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
6.60;0.28;0.03;-0.00;-0.06;0.03;0.04;-0.18;-0.24;-0.02;-0.06;-0.18;
6.65;0.28;0.03;0.00;-0.07;0.03;0.03;-0.29;-0.23;-0.02;-0.06;-0.16;
6.70;0.28;0.03;-0.00;-0.12;0.03;0.02;-0.18;-0.21;-0.02;-0.06;-0.18;
6.75;0.28;0.05;0.00;-0.12;0.03;0.03;-0.30;-0.19;-0.02;-0.05;-0.16;
6.80;0.28;0.04;-0.00;-0.12;0.03;0.03;-0.18;-0.21;-0.02;-0.04;-0.18;
6.85;0.28;0.02;-0.00;-0.16;0.03;0.03;-0.30;-0.24;-0.02;-0.05;-0.16;
6.90;0.28;0.03;-0.00;-0.12;0.02;0.03;-0.19;-0.24;-0.02;-0.06;-0.18;
6.95;0.28;0.06;0.00;-0.11;0.03;0.02;-0.31;-0.24;-0.02;-0.07;-0.16;
7.00;0.28;0.05;-0.00;-0.15;0.03;0.02;-0.19;-0.22;-0.02;-0.07;-0.18;
7.05;0.28;0.04;0.00;-0.11;0.03;0.03;-0.31;-0.22;-0.02;-0.07;-0.16;
7.10;0.28;0.04;0.00;-0.08;0.03;0.03;-0.20;-0.22;-0.02;-0.07;-0.18;
7.15;0.28;0.05;0.00;-0.11;0.03;0.03;-0.31;-0.23;-0.02;-0.06;-0.16;
7.20;0.28;0.05;0.00;-0.07;0.03;0.03;-0.20;-0.24;-0.02;-0.06;-0.17;
7.25;0.28;0.04;0.00;-0.05;0.03;0.02;-0.31;-0.24;-0.02;-0.06;-0.17;
7.30;0.28;0.05;0.00;-0.08;0.03;0.01;-0.19;-0.22;-0.02;-0.06;-0.18;
7.35;0.28;0.06;0.00;-0.06;0.03;0.02;-0.30;-0.22;-0.02;-0.05;-0.17;
7.40;0.28;0.06;0.00;-0.05;0.03;0.02;-0.18;-0.21;-0.02;-0.05;-0.18;
7.45;0.28;0.05;-0.00;-0.07;0.03;0.03;-0.29;-0.23;-0.02;-0.07;-0.17;
7.50;0.28;0.04;-0.00;-0.05;0.03;0.03;-0.17;-0.24;-0.02;-0.07;-0.18;
7.55;0.28;0.04;-0.00;-0.04;0.03;0.04;-0.27;-0.23;-0.02;-0.05;-0.17;
7.60;0.28;0.03;-0.00;-0.06;0.03;0.03;-0.15;-0.22;-0.02;-0.05;-0.17;
7.65;0.28;0.06;-0.00;-0.05;0.03;0.03;-0.25;-0.24;-0.02;-0.06;-0.16;
7.70;0.28;0.05;-0.00;-0.06;0.03;0.03;-0.13;-0.24;-0.02;-0.05;-0.17;
7.75;0.28;0.03;-0.00;-0.11;0.03;0.03;-0.23;-0.22;-0.02;-0.06;-0.17;
7.80;0.28;0.05;0.00;-0.13;0.03;0.03;-0.11;-0.21;-0.02;-0.07;-0.17;
7.85;0.28;0.03;0.00;-0.09;0.03;0.03;-0.20;-0.21;-0.02;-0.09;-0.17;
7.90;0.28;0.02;0.00;-0.13;0.03;0.03;-0.08;-0.21;-0.02;-0.08;-0.18;
7.95;0.28;0.01;-0.00;-0.14;0.03;0.03;-0.18;-0.21;-0.02;-0.05;-0.18;
8.00;0.28;0.02;0.00;-0.10;0.03;0.02;-0.06;-0.21;-0.02;-0.06;-0.17;
8.05;0.28;0.04;-0.00;-0.15;0.03;0.02;-0.16;-0.23;-0.02;-0.05;-0.17;
8.10;0.28;0.03;-0.00;-0.14;0.03;0.02;-0.05;-0.22;-0.02;-0.05;-0.17;
8.15;0.28;0.04;-0.00;-0.08;0.03;0.02;-0.15;-0.23;-0.02;-0.05;-0.17;
8.20;0.28;0.03;0.00;-0.10;0.03;0.03;-0.04;-0.22;-0.02;-0.06;-0.17;
8.25;0.28;0.03;-0.00;-0.12;0.03;0.03;-0.14;-0.23;-0.02;-0.08;-0.18;
8.30;0.28;0.03;0.00;-0.06;0.03;0.03;-0.03;-0.24;-0.02;-0.07;-0.17;
8.35;0.28;0.02;0.00;-0.08;0.03;0.02;-0.13;-0.23;-0.02;-0.06;-0.18;
8.40;0.28;0.03;0.00;-0.08;0.03;0.01;-0.02;-0.22;-0.02;-0.07;-0.18;
8.45;0.28;0.06;-0.00;-0.03;0.03;0.02;-0.12;-0.22;-0.02;-0.07;-0.18;
8.50;0.28;0.04;0.00;-0.05;0.03;0.03;-0.01;-0.22;-0.02;-0.07;-0.17;
8.55;0.28;0.04;-0.00;-0.06;0.03;0.03;-0.11;-0.22;-0.02;-0.08;-0.18;
8.60;0.28;0.04;-0.00;-0.02;0.02;0.02;-0.00;-0.25;-0.02;-0.07;-0.17;
8.65;0.28;0.04;-0.00;-0.04;0.02;0.02;-0.11;-0.24;-0.02;-0.05;-0.17;
8.70;0.28;0.04;-0.00;-0.05;0.03;0.03;0.00;-0.22;-0.02;-0.05;-0.16;
8.75;0.28;0.03;-0.00;-0.03;0.03;0.02;-0.10;-0.21;-0.02;-0.06;-0.17;
8.80;0.28;0.04;0.00;-0.05;0.03;0.03;0.01;-0.22;-0.02;-0.07;-0.17;
8.85;0.28;0.05;-0.00;-0.09;0.03;0.04;-0.10;-0.22;-0.02;-0.06;-0.18;
8.90;0.28;0.07;0.00;-0.09;0.03;0.04;0.01;-0.21;-0.02;-0.03;-0.17;
8.95;0.28;0.06;-0.00;-0.10;0.03;0.03;-0.09;-0.22;-0.02;-0.04;-0.18;
9.00;0.28;0.05;0.00;-0.15;0.03;0.04;0.01;-0.21;-0.02;-0.05;-0.17;
9.05;0.28;0.05;-0.00;-0.13;0.03;0.03;-0.09;-0.21;-0.02;-0.07;-0.18;
9.10;0.28;0.04;0.00;-0.13;0.03;0.02;0.01;-0.22;-0.02;-0.08;-0.17;
9.15;0.28;0.02;-0.00;-0.17;0.03;0.01;-0.09;-0.22;-0.02;-0.07;-0.18;
9.20;0.28;0.01;0.00;-0.11;0.03;0.02;0.02;-0.22;-0.02;-0.06;-0.17;
9.25;0.28;0.02;-0.00;-0.10;0.03;0.03;-0.08;-0.23;-0.02;-0.06;-0.18;
9.30;0.28;0.04;0.00;-0.13;0.03;0.04;0.01;-0.23;-0.02;-0.06;-0.17;
9.35;0.28;0.02;0.00;-0.11;0.03;0.03;-0.08;-0.23;-0.02;-0.05;-0.18;
9.40;0.28;0.03;0.00;-0.11;0.03;0.03;0.02;-0.22;-0.02;-0.06;-0.17;
9.45;0.28;0.04;0.00;-0.13;0.03;0.03;-0.08;-0.23;-0.02;-0.05;-0.19;
9.50;0.28;0.04;0.00;-0.07;0.03;0.03;0.02;-0.21;-0.02;-0.04;-0.17;
9.55;0.28;0.03;-0.00;-0.05;0.03;0.03;-0.08;-0.23;-0.02;-0.06;-0.18;
9.60;0.28;0.04;-0.00;-0.09;0.03;0.04;0.02;-0.23;-0.02;-0.07;-0.16;
9.65;0.28;0.05;-0.00;-0.05;0.03;0.03;-0.08;-0.22;-0.02;-0.07;-0.18;
9.70;0.28;0.04;-0.00;-0.04;0.03;0.03;0.02;-0.20;-0.02;-0.06;-0.16;
9.75;0.28;0.03;-0.00;-0.05;0.03;0.03;-0.07;-0.20;-0.02;-0.03;-0.18;
9.80;0.28;0.05;0.00;-0.01;0.03;0.02;0.02;-0.21;-0.02;-0.04;-0.16;
9.85;0.28;0.04;-0.00;-0.02;0.03;0.02;-0.07;-0.22;-0.02;-0.06;-0.18;
9.90;0.28;0.05;0.00;-0.06;0.03;0.02;0.02;-0.24;-0.02;-0.06;-0.16;
9.95;0.28;0.05;-0.00;-0.06;0.03;0.02;-0.07;-0.24;-0.02;-0.05;-0.18;
10.00;0.28;0.04;0.00;-0.06;0.03;0.03;0.02;-0.25;-0.02;-0.05;-0.16;
10.05;0.28;0.03;-0.00;-0.10;0.03;0.04;-0.07;-0.25;-0.02;-0.07;-0.19;
10.10;0.28;0.03;0.00;-0.10;0.03;0.04;0.02;-0.21;-0.02;-0.06;-0.16;
10.15;0.28;0.04;-0.00;-0.09;0.03;0.04;-0.07;-0.20;-0.02;-0.06;-0.18;
10.20;0.28;0.04;0.00;-0.15;0.03;0.03;0.02;-0.21;-0.02;-0.05;-0.16;
10.25;0.28;0.04;-0.00;-0.16;0.03;0.02;-0.06;-0.21;-0.02;-0.06;-0.18;
10.30;0.28;0.03;0.00;-0.11;0.03;0.03;0.02;-0.23;-0.02;-0.07;-0.16;
10.35;0.28;0.03;-0.00;-0.16;0.03;0.03;-0.07;-0.24;-0.02;-0.07;-0.18;
10.40;0.28;0.05;0.00;-0.14;0.03;0.02;0.02;-0.24;-0.02;-0.06;-0.16;
10.45;0.28;0.05;-0.00;-0.10;0.03;0.02;-0.07;-0.23;-0.02;-0.07;-0.19;
10.50;0.28;0.04;0.00;-0.14;0.03;0.03;0.01;-0.23;-0.02;-0.07;-0.17;
10.55;0.28;0.05;-0.00;-0.12;0.03;0.02;-0.06;-0.22;-0.02;-0.07;-0.19;
10.60;0.28;0.05;0.00;-0.06;0.03;0.01;0.01;-0.22;-0.02;-0.06;-0.16;
10.65;0.28;0.06;-0.00;-0.10;0.03;0.03;-0.06;-0.21;-0.02;-0.06;-0.18;
10.70;0.28;0.05;0.00;-0.10;0.03;0.02;0.02;-0.21;-0.02;-0.08;-0.16;
10.75;0.28;0.02;-0.00;-0.05;0.03;0.02;-0.06;-0.22;-0.02;-0.07;-0.18;
10.80;0.28;0.02;-0.00;-0.08;0.03;0.03;0.01;-0.23;-0.02;-0.04;-0.16;
10.85;0.28;0.06;-0.00;-0.07;0.03;0.03;-0.06;-0.23;-0.02;-0.03;-0.18;
10.90;0.28;0.06;-0.00;-0.03;0.03;0.02;0.01;-0.23;-0.02;-0.04;-0.16;
10.95;0.28;0.07;-0.00;-0.06;0.03;0.02;-0.06;-0.21;-0.02;-0.05;-0.18;
11.00;0.28;0.05;0.00;-0.04;0.03;0.03;0.01;-0.23;-0.02;-0.05;-0.16;
11.05;0.28;0.03;-0.00;-0.02;0.03;0.03;-0.06;-0.22;-0.02;-0.07;-0.18;
11.10;0.28;0.03;0.00;-0.05;0.03;0.04;0.01;-0.22;-0.02;-0.07;-0.16;
11.15;0.28;0.03;-0.00;-0.05;0.03;0.04;-0.05;-0.23;-0.02;-0.05;-0.18;
11.20;0.28;0.03;0.00;-0.04;0.03;0.03;0.01;-0.23;-0.02;-0.05;-0.16;
11.25;0.28;0.03;-0.00;-0.08;0.03;0.03;-0.05;-0.21;-0.02;-0.06;-0.18;
11.30;0.28;0.05;0.00;-0.13;0.03;0.03;0.01;-0.21;-0.02;-0.05;-0.16;
11.35;0.28;0.05;-0.00;-0.11;0.03;0.03;-0.05;-0.23;-0.02;-0.05;-0.18;
11.40;0.28;0.04;0.00;-0.12;0.03;0.03;0.01;-0.21;-0.02;-0.06;-0.17;
11.45;0.28;0.04;-0.00;-0.15;0.03;0.03;-0.05;-0.22;-0.02;-0.07;-0.19;
11.50;0.28;0.05;0.00;-0.11;0.03;0.03;0.01;-0.21;-0.02;-0.04;-0.17;
11.55;0.28;0.05;-0.00;-0.15;0.03;0.03;-0.05;-0.22;-0.02;-0.06;-0.19;
11.60;0.28;0.04;0.00;-0.16;0.03;0.02;0.01;-0.23;-0.02;-0.06;-0.17;
11.65;0.28;0.05;-0.00;-0.10;0.03;0.01;-0.05;-0.23;-0.02;-0.07;-0.19;
11.70;0.28;0.04;0.00;-0.12;0.03;0.02;0.01;-0.24;-0.02;-0.06;-0.17;
11.75;0.28;0.03;-0.00;-0.13;0.03;0.03;-0.05;-0.24;-0.02;-0.05;-0.18;
11.80;0.28;0.04;0.00;-0.07;0.03;0.03;0.01;-0.22;-0.02;-0.07;-0.16;
11.85;0.28;0.04;-0.00;-0.10;0.03;0.03;-0.05;-0.22;-0.02;-0.07;-0.18;
11.90;0.28;0.03;0.00;-0.11;0.03;0.03;0.00;-0.24;-0.02;-0.06;-0.16;
11.95;0.28;0.04;-0.00;-0.06;0.03;0.03;-0.05;-0.24;-0.02;-0.06;-0.18;
12.00;0.28;0.07;0.00;-0.07;0.03;0.02;0.00;-0.24;-0.02;-0.06;-0.17;
12.05;0.28;0.05;-0.00;-0.10;0.03;0.02;-0.04;-0.23;-0.02;-0.08;-0.18;
12.10;0.28;0.03;0.00;-0.03;0.03;0.02;0.00;-0.19;-0.02;-0.08;-0.17;
12.15;0.28;0.04;-0.00;-0.05;0.03;0.03;-0.04;-0.19;-0.02;-0.07;-0.18;
12.20;0.28;0.04;0.00;-0.05;0.03;0.04;0.00;-0.22;-0.02;-0.06;-0.17;
12.25;0.28;0.03;-0.00;-0.01;0.03;0.05;-0.04;-0.22;-0.02;-0.07;-0.18;
12.30;0.28;0.03;0.00;-0.04;0.03;0.04;0.00;-0.22;-0.02;-0.05;-0.17;
