DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 10:27:37
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
1.10;0.24;0.13;-0.05;0.00;-0.03;0.14;-0.07;-0.16;-0.09;0.03;-0.51;
1.15;0.24;0.13;-0.06;0.04;-0.03;0.14;-0.25;-0.17;-0.09;0.02;-0.50;
1.20;0.23;0.13;-0.06;0.04;-0.03;0.14;-0.08;-0.14;-0.08;0.00;-0.50;
1.25;0.23;0.15;-0.06;0.02;-0.04;0.15;-0.26;-0.14;-0.08;0.01;-0.47;
1.30;0.23;0.14;-0.06;0.06;-0.05;0.15;-0.07;-0.16;-0.08;-0.00;-0.46;
1.35;0.23;0.16;-0.06;0.02;-0.05;0.14;-0.26;-0.16;-0.08;0.00;-0.43;
1.40;0.23;0.16;-0.05;-0.00;-0.06;0.13;-0.08;-0.16;-0.08;0.01;-0.43;
1.45;0.23;0.13;-0.05;0.04;-0.05;0.14;-0.26;-0.17;-0.09;0.02;-0.42;
1.50;0.24;0.13;-0.05;-0.00;-0.04;0.14;-0.07;-0.15;-0.09;0.02;-0.46;
1.55;0.24;0.12;-0.05;0.01;-0.03;0.14;-0.25;-0.17;-0.09;0.01;-0.48;
1.60;0.24;0.12;-0.05;0.03;-0.03;0.14;-0.08;-0.15;-0.09;0.01;-0.52;
1.65;0.24;0.12;-0.06;-0.03;-0.02;0.14;-0.26;-0.15;-0.09;0.02;-0.52;
1.70;0.24;0.11;-0.06;-0.00;-0.03;0.14;-0.09;-0.16;-0.08;0.04;-0.52;
1.75;0.24;0.13;-0.06;-0.02;-0.03;0.14;-0.24;-0.17;-0.08;0.03;-0.48;
1.80;0.23;0.13;-0.06;-0.03;-0.04;0.14;-0.06;-0.16;-0.08;-0.00;-0.46;
1.85;0.23;0.12;-0.06;0.01;-0.05;0.14;-0.23;-0.15;-0.08;-0.01;-0.42;
1.90;0.23;0.14;-0.06;-0.05;-0.06;0.13;-0.05;-0.14;-0.08;0.00;-0.42;
1.95;0.23;0.15;-0.05;-0.05;-0.06;0.13;-0.23;-0.14;-0.09;0.01;-0.43;
2.00;0.23;0.14;-0.05;-0.03;-0.06;0.14;-0.05;-0.14;-0.10;0.01;-0.46;
2.05;0.24;0.13;-0.05;-0.10;-0.05;0.14;-0.22;-0.16;-0.10;0.01;-0.48;
2.10;0.24;0.12;-0.05;-0.05;-0.04;0.15;-0.04;-0.18;-0.10;0.02;-0.50;
2.15;0.25;0.13;-0.05;-0.05;-0.03;0.14;-0.21;-0.17;-0.09;0.00;-0.50;
2.20;0.25;0.14;-0.05;-0.08;-0.02;0.14;-0.03;-0.16;-0.09;0.01;-0.50;
2.25;0.24;0.14;-0.05;-0.05;-0.02;0.14;-0.19;-0.17;-0.08;0.01;-0.48;
2.30;0.23;0.13;-0.06;-0.09;-0.03;0.13;-0.01;-0.16;-0.08;-0.01;-0.47;
2.35;0.23;0.13;-0.06;-0.08;-0.04;0.13;-0.17;-0.15;-0.08;-0.01;-0.45;
2.40;0.22;0.14;-0.06;-0.02;-0.04;0.14;0.01;-0.15;-0.08;0.00;-0.44;
2.45;0.22;0.14;-0.06;-0.05;-0.05;0.14;-0.17;-0.17;-0.08;0.03;-0.43;
2.50;0.23;0.14;-0.06;-0.02;-0.06;0.14;-0.00;-0.17;-0.08;0.03;-0.44;
2.55;0.24;0.15;-0.05;-0.01;-0.06;0.13;-0.17;-0.15;-0.09;0.01;-0.46;
2.60;0.24;0.13;-0.05;-0.03;-0.05;0.14;-0.06;-0.13;-0.09;0.01;-0.49;
2.65;0.24;0.12;-0.05;-0.01;-0.05;0.14;-0.21;-0.14;-0.09;0.02;-0.50;
2.70;0.25;0.14;-0.05;0.02;-0.04;0.14;0.00;-0.15;-0.10;0.02;-0.50;
2.75;0.25;0.16;-0.05;0.04;-0.03;0.14;-0.15;-0.14;-0.09;0.00;-0.48;
2.80;0.24;0.16;-0.05;0.02;-0.03;0.14;0.03;-0.14;-0.09;0.00;-0.46;
2.85;0.24;0.14;-0.06;0.03;-0.02;0.14;-0.13;-0.17;-0.09;-0.01;-0.45;
2.90;0.23;0.12;-0.06;0.06;-0.03;0.14;0.04;-0.16;-0.08;-0.01;-0.44;
2.95;0.23;0.12;-0.07;0.03;-0.04;0.14;-0.12;-0.16;-0.08;0.01;-0.45;
3.00;0.22;0.13;-0.06;0.06;-0.05;0.15;0.04;-0.17;-0.08;0.03;-0.47;
3.05;0.22;0.13;-0.06;0.05;-0.05;0.15;-0.12;-0.17;-0.08;0.01;-0.48;
3.10;0.23;0.13;-0.06;-0.00;-0.06;0.15;0.04;-0.16;-0.08;-0.00;-0.49;
3.15;0.23;0.12;-0.05;0.04;-0.05;0.14;-0.16;-0.16;-0.08;-0.01;-0.50;
3.20;0.24;0.13;-0.04;0.03;-0.04;0.14;-0.02;-0.15;-0.08;0.01;-0.49;
3.25;0.25;0.12;-0.04;-0.00;-0.04;0.15;-0.16;-0.14;-0.09;0.02;-0.48;
3.30;0.25;0.12;-0.04;0.03;-0.03;0.13;-0.01;-0.16;-0.09;0.02;-0.47;
3.35;0.25;0.13;-0.05;-0.01;-0.03;0.12;-0.14;-0.16;-0.09;0.01;-0.46;
3.40;0.24;0.13;-0.06;-0.02;-0.03;0.13;0.01;-0.14;-0.10;0.01;-0.45;
3.45;0.23;0.14;-0.07;-0.02;-0.04;0.14;-0.13;-0.15;-0.09;0.01;-0.45;
3.50;0.23;0.14;-0.07;-0.06;-0.05;0.13;0.02;-0.15;-0.09;0.02;-0.45;
3.55;0.22;0.14;-0.07;-0.02;-0.05;0.13;-0.09;-0.16;-0.08;0.00;-0.47;
3.60;0.22;0.14;-0.06;-0.04;-0.05;0.13;0.08;-0.16;-0.08;0.01;-0.48;
3.65;0.23;0.13;-0.05;-0.07;-0.05;0.13;-0.10;-0.15;-0.08;0.00;-0.49;
3.70;0.23;0.11;-0.04;-0.03;-0.04;0.13;0.06;-0.15;-0.08;0.00;-0.48;
3.75;0.24;0.11;-0.04;-0.08;-0.03;0.13;-0.11;-0.14;-0.08;-0.01;-0.48;
3.80;0.24;0.12;-0.04;-0.07;-0.03;0.13;0.06;-0.15;-0.09;0.01;-0.46;
3.85;0.25;0.13;-0.05;-0.03;-0.03;0.14;-0.11;-0.16;-0.09;0.03;-0.47;
3.90;0.25;0.13;-0.06;-0.06;-0.03;0.15;0.07;-0.15;-0.09;0.01;-0.46;
3.95;0.24;0.13;-0.07;-0.04;-0.04;0.15;-0.09;-0.16;-0.09;0.01;-0.47;
4.00;0.23;0.13;-0.06;-0.05;-0.05;0.14;0.09;-0.15;-0.09;0.01;-0.46;
4.05;0.23;0.13;-0.07;-0.10;-0.05;0.13;-0.07;-0.16;-0.09;0.02;-0.47;
4.10;0.23;0.15;-0.06;-0.04;-0.05;0.13;0.10;-0.16;-0.09;0.01;-0.46;
4.15;0.23;0.14;-0.06;-0.03;-0.05;0.14;-0.11;-0.17;-0.09;0.01;-0.47;
4.20;0.23;0.13;-0.05;-0.05;-0.04;0.15;0.09;-0.16;-0.09;0.00;-0.45;
4.25;0.24;0.13;-0.05;-0.03;-0.03;0.14;-0.09;-0.15;-0.09;-0.01;-0.46;
4.30;0.24;0.13;-0.05;-0.01;-0.03;0.13;0.07;-0.16;-0.09;-0.02;-0.44;
4.35;0.25;0.14;-0.05;0.01;-0.03;0.12;-0.09;-0.16;-0.08;-0.01;-0.45;
4.40;0.24;0.15;-0.05;0.02;-0.04;0.13;0.07;-0.14;-0.08;0.02;-0.45;
4.45;0.24;0.14;-0.06;0.02;-0.04;0.13;-0.09;-0.18;-0.08;0.03;-0.48;
4.50;0.23;0.13;-0.06;0.03;-0.05;0.13;0.10;-0.17;-0.08;0.01;-0.48;
4.55;0.22;0.12;-0.06;-0.00;-0.05;0.13;-0.07;-0.16;-0.08;0.01;-0.50;
4.60;0.22;0.12;-0.06;0.04;-0.05;0.12;0.10;-0.15;-0.08;0.04;-0.49;
4.65;0.23;0.12;-0.06;0.02;-0.05;0.12;-0.06;-0.13;-0.09;0.03;-0.49;
4.70;0.24;0.12;-0.06;0.01;-0.04;0.14;0.10;-0.15;-0.09;0.01;-0.47;
4.75;0.25;0.13;-0.06;0.06;-0.04;0.14;-0.08;-0.15;-0.10;-0.01;-0.47;
4.80;0.25;0.12;-0.06;0.01;-0.04;0.12;0.09;-0.17;-0.10;-0.02;-0.44;
4.85;0.25;0.12;-0.06;0.01;-0.03;0.13;-0.09;-0.13;-0.10;-0.00;-0.45;
4.90;0.24;0.13;-0.05;0.03;-0.04;0.14;0.08;-0.15;-0.09;0.00;-0.43;
4.95;0.23;0.14;-0.05;-0.01;-0.04;0.14;-0.07;-0.15;-0.08;0.00;-0.45;
5.00;0.23;0.14;-0.05;0.02;-0.04;0.14;0.10;-0.14;-0.08;0.00;-0.46;
5.05;0.23;0.13;-0.05;0.03;-0.05;0.14;-0.05;-0.13;-0.08;0.00;-0.49;
5.10;0.23;0.13;-0.05;-0.02;-0.05;0.14;0.10;-0.13;-0.08;0.01;-0.49;
5.15;0.23;0.14;-0.06;0.01;-0.04;0.14;-0.06;-0.14;-0.08;0.01;-0.51;
5.20;0.24;0.13;-0.06;-0.03;-0.04;0.14;0.04;-0.15;-0.08;0.01;-0.49;
5.25;0.24;0.13;-0.07;-0.04;-0.03;0.14;-0.07;-0.16;-0.09;0.00;-0.50;
5.30;0.24;0.14;-0.06;-0.00;-0.03;0.13;0.09;-0.16;-0.09;0.02;-0.47;
5.35;0.24;0.14;-0.07;-0.04;-0.04;0.12;-0.07;-0.15;-0.09;0.02;-0.48;
5.40;0.24;0.14;-0.06;-0.02;-0.04;0.12;0.09;-0.17;-0.09;-0.01;-0.45;
5.45;0.24;0.13;-0.06;-0.03;-0.05;0.15;-0.06;-0.18;-0.09;-0.04;-0.46;
5.50;0.24;0.13;-0.05;-0.07;-0.05;0.15;0.09;-0.17;-0.09;-0.01;-0.44;
5.55;0.24;0.12;-0.05;-0.03;-0.05;0.15;-0.06;-0.15;-0.09;-0.00;-0.45;
5.60;0.24;0.14;-0.05;-0.05;-0.04;0.13;0.09;-0.16;-0.08;0.01;-0.44;
5.65;0.23;0.15;-0.05;-0.07;-0.04;0.12;-0.10;-0.15;-0.08;0.01;-0.48;
5.70;0.23;0.15;-0.06;-0.03;-0.04;0.13;0.09;-0.16;-0.08;-0.01;-0.48;
5.75;0.23;0.13;-0.07;-0.07;-0.04;0.13;-0.08;-0.16;-0.08;-0.02;-0.51;
5.80;0.24;0.13;-0.07;-0.05;-0.04;0.13;0.09;-0.15;-0.08;-0.00;-0.50;
5.85;0.24;0.14;-0.07;-0.04;-0.04;0.13;-0.06;-0.15;-0.08;-0.00;-0.52;
5.90;0.24;0.16;-0.06;-0.08;-0.04;0.14;0.08;-0.16;-0.09;-0.00;-0.48;
5.95;0.24;0.16;-0.06;-0.05;-0.04;0.14;-0.07;-0.15;-0.09;-0.00;-0.47;
6.00;0.24;0.14;-0.05;-0.04;-0.05;0.14;0.09;-0.13;-0.10;-0.01;-0.43;
6.05;0.24;0.15;-0.05;-0.09;-0.04;0.14;-0.07;-0.17;-0.10;-0.00;-0.44;
6.10;0.24;0.15;-0.05;-0.06;-0.04;0.14;0.08;-0.16;-0.09;0.01;-0.42;
6.15;0.24;0.13;-0.05;-0.07;-0.04;0.14;-0.06;-0.13;-0.09;0.00;-0.45;
6.20;0.24;0.13;-0.05;-0.07;-0.04;0.14;0.09;-0.16;-0.08;-0.00;-0.45;
6.25;0.24;0.13;-0.06;-0.04;-0.04;0.12;-0.05;-0.16;-0.08;-0.00;-0.49;
6.30;0.24;0.13;-0.06;-0.06;-0.04;0.13;0.09;-0.17;-0.08;-0.01;-0.48;
6.35;0.24;0.13;-0.07;-0.04;-0.04;0.13;-0.05;-0.15;-0.08;-0.01;-0.50;
6.40;0.23;0.13;-0.06;-0.01;-0.04;0.12;0.09;-0.16;-0.09;-0.01;-0.48;
6.45;0.23;0.13;-0.06;-0.01;-0.04;0.12;-0.06;-0.16;-0.09;0.00;-0.50;
6.50;0.24;0.12;-0.05;0.00;-0.04;0.14;0.08;-0.16;-0.09;0.02;-0.47;
6.55;0.24;0.13;-0.05;-0.00;-0.04;0.14;-0.07;-0.15;-0.09;0.00;-0.49;
6.60;0.24;0.14;-0.04;0.02;-0.04;0.14;0.07;-0.16;-0.08;0.02;-0.46;
6.65;0.24;0.15;-0.05;0.01;-0.04;0.13;-0.06;-0.17;-0.08;0.01;-0.48;
6.70;0.24;0.14;-0.05;0.02;-0.04;0.14;0.08;-0.16;-0.08;-0.01;-0.45;
6.75;0.24;0.14;-0.06;0.06;-0.04;0.13;-0.05;-0.16;-0.08;-0.01;-0.47;
6.80;0.24;0.16;-0.07;0.02;-0.05;0.13;0.09;-0.16;-0.08;-0.01;-0.45;
6.85;0.24;0.14;-0.07;0.01;-0.05;0.13;-0.05;-0.15;-0.09;-0.01;-0.47;
6.90;0.24;0.13;-0.07;0.04;-0.05;0.13;0.09;-0.17;-0.09;-0.00;-0.46;
6.95;0.24;0.13;-0.06;0.01;-0.04;0.13;-0.05;-0.18;-0.10;-0.01;-0.49;
7.00;0.24;0.12;-0.05;0.05;-0.04;0.13;0.07;-0.18;-0.10;-0.01;-0.48;
7.05;0.24;0.12;-0.05;0.05;-0.04;0.13;-0.07;-0.17;-0.09;-0.01;-0.50;
7.10;0.24;0.12;-0.05;0.01;-0.03;0.13;0.06;-0.16;-0.09;0.00;-0.47;
7.15;0.23;0.12;-0.05;0.04;-0.03;0.14;-0.10;-0.18;-0.08;0.01;-0.48;
7.20;0.23;0.15;-0.05;0.01;-0.04;0.14;0.07;-0.18;-0.08;0.01;-0.45;
7.25;0.23;0.14;-0.05;-0.02;-0.04;0.12;-0.05;-0.18;-0.08;0.03;-0.46;
7.30;0.23;0.12;-0.05;0.00;-0.04;0.12;0.09;-0.17;-0.08;0.01;-0.44;
7.35;0.24;0.11;-0.06;-0.04;-0.05;0.12;-0.04;-0.16;-0.08;-0.00;-0.47;
7.40;0.24;0.11;-0.06;-0.04;-0.05;0.12;0.04;-0.14;-0.08;-0.01;-0.45;
7.45;0.24;0.13;-0.07;-0.02;-0.05;0.12;-0.04;-0.15;-0.09;-0.01;-0.48;
7.50;0.24;0.15;-0.07;-0.06;-0.04;0.11;0.03;-0.16;-0.09;-0.01;-0.47;
7.55;0.24;0.16;-0.06;-0.03;-0.04;0.12;-0.06;-0.14;-0.10;-0.02;-0.49;
7.60;0.24;0.13;-0.06;-0.04;-0.04;0.13;0.07;-0.14;-0.10;0.01;-0.46;
7.65;0.23;0.12;-0.06;-0.06;-0.03;0.14;-0.06;-0.14;-0.10;0.01;-0.48;
7.70;0.23;0.12;-0.05;-0.02;-0.04;0.14;0.07;-0.16;-0.09;0.01;-0.46;
7.75;0.23;0.13;-0.05;-0.07;-0.04;0.13;-0.04;-0.15;-0.09;0.00;-0.48;
7.80;0.24;0.14;-0.05;-0.06;-0.04;0.13;0.08;-0.16;-0.08;0.01;-0.46;
7.85;0.24;0.13;-0.05;-0.03;-0.04;0.13;-0.05;-0.17;-0.07;0.01;-0.49;
7.90;0.24;0.13;-0.05;-0.07;-0.05;0.14;0.07;-0.17;-0.07;0.00;-0.47;
7.95;0.24;0.13;-0.06;-0.06;-0.05;0.13;-0.05;-0.16;-0.08;0.00;-0.49;
8.00;0.24;0.15;-0.06;-0.06;-0.05;0.12;0.07;-0.15;-0.09;-0.01;-0.47;
8.05;0.24;0.14;-0.07;-0.10;-0.04;0.12;-0.04;-0.15;-0.10;-0.00;-0.48;
8.10;0.24;0.14;-0.07;-0.06;-0.04;0.12;0.09;-0.17;-0.10;-0.01;-0.45;
8.15;0.23;0.15;-0.07;-0.07;-0.03;0.12;-0.04;-0.16;-0.11;0.00;-0.47;
8.20;0.24;0.14;-0.06;-0.07;-0.03;0.12;0.09;-0.14;-0.10;0.01;-0.45;
8.25;0.24;0.13;-0.05;-0.04;-0.03;0.12;-0.03;-0.15;-0.09;0.02;-0.47;
8.30;0.24;0.13;-0.05;-0.08;-0.04;0.12;0.07;-0.15;-0.08;0.01;-0.45;
8.35;0.24;0.13;-0.05;-0.06;-0.04;0.12;-0.05;-0.15;-0.08;0.00;-0.48;
8.40;0.24;0.13;-0.05;-0.02;-0.05;0.14;0.06;-0.15;-0.07;-0.00;-0.45;
8.45;0.24;0.13;-0.06;-0.04;-0.05;0.14;-0.08;-0.15;-0.08;-0.01;-0.47;
8.50;0.24;0.11;-0.06;-0.02;-0.05;0.14;0.06;-0.15;-0.08;-0.01;-0.45;
8.55;0.23;0.11;-0.06;-0.01;-0.04;0.13;-0.04;-0.16;-0.09;-0.01;-0.48;
8.60;0.23;0.13;-0.06;-0.02;-0.04;0.12;0.07;-0.17;-0.09;0.00;-0.47;
8.65;0.24;0.12;-0.06;-0.02;-0.04;0.12;-0.03;-0.16;-0.09;0.01;-0.49;
8.70;0.24;0.12;-0.06;-0.00;-0.04;0.13;0.07;-0.16;-0.09;0.01;-0.48;
8.75;0.24;0.13;-0.06;0.05;-0.04;0.13;-0.03;-0.15;-0.09;0.01;-0.50;
8.80;0.24;0.12;-0.06;0.02;-0.04;0.13;0.07;-0.16;-0.09;0.00;-0.47;
8.85;0.24;0.11;-0.06;0.01;-0.04;0.12;-0.04;-0.16;-0.08;0.00;-0.48;
8.90;0.24;0.12;-0.06;0.04;-0.04;0.13;0.06;-0.15;-0.08;0.01;-0.46;
8.95;0.24;0.13;-0.06;0.02;-0.04;0.13;-0.04;-0.16;-0.08;0.01;-0.47;
9.00;0.24;0.14;-0.06;0.03;-0.04;0.12;0.06;-0.15;-0.08;0.02;-0.46;
9.05;0.24;0.13;-0.06;0.05;-0.04;0.13;-0.03;-0.15;-0.09;0.03;-0.48;
9.10;0.24;0.12;-0.06;0.00;-0.04;0.14;0.07;-0.15;-0.09;-0.01;-0.46;
9.15;0.24;0.11;-0.06;0.02;-0.04;0.12;-0.02;-0.15;-0.09;-0.02;-0.48;
9.20;0.24;0.12;-0.06;0.01;-0.04;0.11;0.07;-0.16;-0.09;-0.00;-0.45;
9.25;0.24;0.14;-0.06;-0.01;-0.04;0.12;-0.03;-0.14;-0.09;0.01;-0.47;
9.30;0.24;0.13;-0.06;0.03;-0.03;0.13;0.06;-0.14;-0.09;0.01;-0.45;
9.35;0.24;0.12;-0.06;0.01;-0.03;0.12;-0.04;-0.14;-0.09;0.01;-0.48;
9.40;0.24;0.10;-0.05;-0.02;-0.04;0.11;0.05;-0.16;-0.08;0.02;-0.46;
9.45;0.23;0.13;-0.05;0.01;-0.04;0.12;-0.03;-0.16;-0.08;-0.00;-0.49;
9.50;0.23;0.15;-0.05;-0.02;-0.04;0.13;0.06;-0.15;-0.08;-0.01;-0.48;
9.55;0.23;0.15;-0.06;-0.02;-0.05;0.13;-0.02;-0.14;-0.08;0.00;-0.50;
9.60;0.24;0.14;-0.06;-0.00;-0.05;0.13;0.07;-0.16;-0.08;0.00;-0.48;
9.65;0.24;0.13;-0.06;-0.03;-0.05;0.13;-0.02;-0.17;-0.08;-0.02;-0.49;
9.70;0.24;0.13;-0.06;-0.01;-0.04;0.12;0.07;-0.18;-0.09;-0.01;-0.45;
9.75;0.24;0.12;-0.07;-0.04;-0.04;0.13;-0.02;-0.17;-0.09;-0.00;-0.45;
9.80;0.24;0.12;-0.06;-0.04;-0.04;0.13;0.06;-0.15;-0.09;0.00;-0.41;
9.85;0.24;0.13;-0.06;-0.01;-0.04;0.13;-0.03;-0.16;-0.09;0.01;-0.43;
9.90;0.23;0.14;-0.05;-0.05;-0.04;0.13;0.05;-0.14;-0.09;0.00;-0.43;
9.95;0.23;0.13;-0.05;-0.05;-0.04;0.13;-0.04;-0.16;-0.09;0.00;-0.48;
10.00;0.23;0.11;-0.05;-0.05;-0.05;0.13;0.05;-0.16;-0.09;-0.01;-0.50;
10.05;0.23;0.11;-0.05;-0.09;-0.05;0.13;-0.02;-0.16;-0.08;-0.00;-0.54;
10.10;0.24;0.11;-0.05;-0.04;-0.04;0.14;0.06;-0.17;-0.08;-0.02;-0.53;
10.15;0.24;0.13;-0.06;-0.04;-0.04;0.13;-0.01;-0.15;-0.08;-0.02;-0.52;
10.20;0.24;0.13;-0.06;-0.06;-0.04;0.12;0.06;-0.15;-0.08;0.00;-0.47;
10.25;0.24;0.13;-0.06;-0.04;-0.03;0.12;-0.02;-0.14;-0.08;0.01;-0.45;
10.30;0.24;0.13;-0.06;-0.08;-0.04;0.13;0.06;-0.16;-0.09;0.01;-0.40;
10.35;0.23;0.12;-0.06;-0.07;-0.04;0.12;-0.02;-0.16;-0.10;0.02;-0.40;
10.40;0.24;0.13;-0.06;-0.03;-0.04;0.13;0.05;-0.17;-0.10;0.01;-0.40;
10.45;0.24;0.14;-0.06;-0.07;-0.04;0.13;-0.02;-0.17;-0.10;0.00;-0.44;
10.50;0.24;0.14;-0.05;-0.06;-0.05;0.12;0.06;-0.15;-0.09;-0.00;-0.47;
10.55;0.24;0.14;-0.05;-0.04;-0.05;0.11;-0.01;-0.15;-0.09;-0.01;-0.52;
10.60;0.24;0.14;-0.05;-0.08;-0.04;0.11;0.06;-0.15;-0.08;-0.00;-0.53;
10.65;0.23;0.14;-0.05;-0.04;-0.04;0.11;-0.01;-0.16;-0.07;-0.00;-0.55;
10.70;0.23;0.14;-0.05;-0.03;-0.04;0.11;0.06;-0.16;-0.07;0.01;-0.52;
10.75;0.23;0.15;-0.06;-0.05;-0.04;0.11;-0.01;-0.16;-0.08;0.01;-0.50;
10.80;0.24;0.14;-0.06;-0.03;-0.04;0.12;0.04;-0.15;-0.08;-0.00;-0.45;
10.85;0.24;0.13;-0.06;-0.04;-0.04;0.13;-0.02;-0.15;-0.09;-0.01;-0.44;
10.90;0.24;0.13;-0.06;-0.03;-0.04;0.14;0.04;-0.14;-0.09;-0.01;-0.42;
10.95;0.24;0.12;-0.06;-0.01;-0.05;0.12;-0.02;-0.15;-0.10;0.02;-0.44;
11.00;0.24;0.11;-0.06;0.01;-0.05;0.12;0.04;-0.16;-0.10;-0.01;-0.45;
11.05;0.24;0.12;-0.06;0.03;-0.05;0.13;-0.01;-0.17;-0.09;-0.03;-0.49;
11.10;0.24;0.13;-0.06;0.00;-0.04;0.11;0.06;-0.16;-0.09;-0.03;-0.49;
11.15;0.23;0.13;-0.05;0.01;-0.04;0.11;0.00;-0.15;-0.09;-0.02;-0.51;
11.20;0.24;0.13;-0.05;0.02;-0.03;0.11;0.06;-0.15;-0.08;-0.00;-0.49;
11.25;0.24;0.13;-0.05;0.02;-0.03;0.11;-0.01;-0.16;-0.08;-0.00;-0.48;
11.30;0.24;0.11;-0.05;0.06;-0.03;0.11;0.04;-0.15;-0.08;0.00;-0.45;
11.35;0.24;0.13;-0.06;0.03;-0.04;0.12;-0.03;-0.17;-0.08;0.00;-0.45;
11.40;0.24;0.14;-0.06;-0.01;-0.05;0.12;0.03;-0.15;-0.09;-0.02;-0.44;
11.45;0.24;0.13;-0.06;0.02;-0.05;0.13;-0.02;-0.18;-0.09;-0.02;-0.47;
11.50;0.24;0.13;-0.06;-0.02;-0.05;0.12;0.04;-0.17;-0.09;-0.01;-0.48;
11.55;0.23;0.14;-0.06;0.00;-0.05;0.12;0.00;-0.17;-0.09;-0.01;-0.51;
11.60;0.23;0.15;-0.05;0.04;-0.04;0.12;0.06;-0.16;-0.08;-0.01;-0.51;
11.65;0.23;0.15;-0.05;-0.00;-0.04;0.12;0.01;-0.14;-0.08;0.02;-0.51;
11.70;0.23;0.15;-0.06;0.02;-0.03;0.11;0.05;-0.12;-0.09;0.01;-0.48;
11.75;0.24;0.14;-0.06;0.00;-0.03;0.12;-0.00;-0.14;-0.09;-0.02;-0.46;
11.80;0.24;0.14;-0.06;-0.04;-0.03;0.13;0.04;-0.14;-0.09;-0.02;-0.43;
11.85;0.24;0.13;-0.06;-0.01;-0.04;0.12;-0.01;-0.13;-0.09;-0.01;-0.44;
11.90;0.25;0.13;-0.06;-0.02;-0.04;0.12;0.03;-0.15;-0.09;-0.03;-0.43;
11.95;0.24;0.13;-0.06;-0.04;-0.05;0.13;-0.01;-0.15;-0.09;-0.03;-0.47;
12.00;0.24;0.12;-0.05;-0.02;-0.05;0.13;0.04;-0.15;-0.08;-0.01;-0.49;
12.05;0.23;0.13;-0.05;-0.05;-0.05;0.13;-0.00;-0.14;-0.08;0.02;-0.52;
12.10;0.23;0.12;-0.05;-0.03;-0.05;0.14;0.04;-0.13;-0.09;-0.00;-0.52;
12.15;0.23;0.12;-0.06;-0.04;-0.04;0.13;0.01;-0.15;-0.09;-0.02;-0.52;
12.20;0.23;0.12;-0.06;-0.07;-0.04;0.12;0.05;-0.17;-0.09;-0.03;-0.49;
