DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 10:01:34
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
1.00;0.28;0.04;-0.01;0.01;0.00;0.05;-0.20;-0.19;-0.04;-0.02;-0.24;
1.05;0.28;0.04;-0.01;0.01;0.00;0.05;-0.01;-0.17;-0.04;-0.01;-0.25;
1.10;0.28;0.03;-0.01;0.02;0.00;0.05;-0.19;-0.17;-0.04;-0.00;-0.24;
1.15;0.28;0.04;-0.01;0.06;0.00;0.06;-0.00;-0.17;-0.04;0.02;-0.25;
1.20;0.28;0.05;-0.01;0.01;0.00;0.06;-0.19;-0.17;-0.04;-0.00;-0.24;
1.25;0.28;0.04;-0.01;0.02;0.00;0.06;0.00;-0.18;-0.04;-0.01;-0.25;
1.30;0.28;0.03;-0.01;0.03;0.00;0.05;-0.18;-0.18;-0.04;-0.01;-0.24;
1.35;0.28;0.04;-0.01;0.00;0.00;0.05;0.01;-0.17;-0.04;-0.02;-0.24;
1.40;0.28;0.02;-0.01;0.06;0.00;0.05;-0.17;-0.17;-0.04;-0.01;-0.24;
1.45;0.28;0.01;-0.01;0.04;0.00;0.05;0.01;-0.16;-0.04;-0.00;-0.24;
1.50;0.27;0.04;-0.01;-0.02;0.00;0.04;-0.17;-0.18;-0.04;-0.01;-0.24;
1.55;0.28;0.06;-0.01;0.01;0.00;0.04;0.02;-0.17;-0.04;-0.03;-0.24;
1.60;0.28;0.05;-0.01;-0.03;0.00;0.05;-0.18;-0.17;-0.04;-0.01;-0.24;
1.65;0.28;0.04;-0.01;-0.01;0.00;0.05;0.02;-0.18;-0.04;-0.01;-0.24;
1.70;0.28;0.06;-0.01;0.01;0.00;0.04;-0.15;-0.18;-0.04;-0.03;-0.24;
1.75;0.28;0.06;-0.01;-0.04;0.00;0.05;0.03;-0.18;-0.04;-0.03;-0.24;
1.80;0.28;0.05;-0.01;-0.02;0.00;0.05;-0.14;-0.19;-0.04;0.02;-0.24;
1.85;0.28;0.05;-0.01;-0.05;0.00;0.05;0.04;-0.18;-0.04;0.03;-0.24;
1.90;0.28;0.04;-0.01;-0.08;0.00;0.05;-0.14;-0.18;-0.04;-0.00;-0.24;
1.95;0.28;0.03;-0.01;-0.02;0.00;0.05;0.05;-0.18;-0.04;-0.00;-0.24;
2.00;0.28;0.03;-0.01;-0.07;0.00;0.05;-0.12;-0.19;-0.04;-0.01;-0.24;
2.05;0.28;0.03;-0.01;-0.08;0.00;0.06;0.06;-0.18;-0.04;-0.01;-0.24;
2.10;0.28;0.03;-0.01;-0.07;0.00;0.06;-0.11;-0.18;-0.04;-0.00;-0.24;
2.15;0.28;0.04;-0.01;-0.11;0.00;0.05;0.06;-0.18;-0.04;-0.01;-0.24;
2.20;0.28;0.05;-0.01;-0.06;0.00;0.04;-0.12;-0.19;-0.04;-0.02;-0.24;
2.25;0.28;0.04;-0.01;-0.06;0.00;0.05;0.07;-0.18;-0.04;0.00;-0.24;
2.30;0.28;0.05;-0.01;-0.08;0.00;0.06;-0.10;-0.18;-0.04;-0.01;-0.24;
2.35;0.28;0.04;-0.01;-0.06;0.00;0.07;0.08;-0.19;-0.04;-0.00;-0.24;
2.40;0.28;0.03;-0.01;-0.08;0.00;0.05;-0.09;-0.18;-0.04;-0.00;-0.24;
2.45;0.28;0.01;-0.01;-0.08;0.00;0.03;0.09;-0.18;-0.04;-0.01;-0.24;
2.50;0.28;0.05;-0.01;-0.03;0.00;0.05;-0.08;-0.20;-0.04;-0.02;-0.24;
2.55;0.28;0.06;-0.01;-0.04;0.00;0.06;0.09;-0.20;-0.04;-0.02;-0.24;
2.60;0.28;0.04;-0.01;-0.02;0.00;0.06;-0.09;-0.19;-0.04;-0.03;-0.24;
2.65;0.28;0.04;-0.01;-0.02;0.00;0.05;0.10;-0.17;-0.04;-0.04;-0.24;
2.70;0.28;0.06;-0.01;-0.01;0.00;0.04;-0.07;-0.18;-0.04;-0.02;-0.24;
2.75;0.28;0.06;-0.01;0.00;0.00;0.04;0.10;-0.15;-0.04;-0.02;-0.24;
2.80;0.28;0.03;-0.01;-0.02;0.00;0.04;-0.07;-0.16;-0.04;-0.00;-0.24;
2.85;0.28;0.02;-0.01;0.04;0.00;0.05;0.10;-0.18;-0.04;0.01;-0.24;
2.90;0.28;0.03;-0.01;0.02;0.00;0.05;-0.06;-0.20;-0.04;-0.02;-0.25;
2.95;0.28;0.03;-0.01;-0.01;0.00;0.04;0.11;-0.19;-0.04;-0.01;-0.24;
3.00;0.28;0.04;-0.01;0.03;0.00;0.05;-0.06;-0.18;-0.04;-0.01;-0.25;
3.05;0.28;0.02;-0.01;0.00;0.00;0.04;0.12;-0.17;-0.04;-0.00;-0.24;
3.10;0.28;0.02;-0.01;0.02;0.00;0.04;-0.05;-0.17;-0.04;-0.01;-0.24;
3.15;0.28;0.03;-0.01;0.06;0.00;0.03;0.12;-0.15;-0.04;-0.01;-0.24;
3.20;0.28;0.05;-0.01;0.01;0.00;0.04;-0.05;-0.15;-0.04;-0.02;-0.24;
3.25;0.28;0.05;-0.01;0.03;0.00;0.04;0.13;-0.15;-0.04;-0.03;-0.24;
3.30;0.28;0.03;-0.01;0.03;0.00;0.04;-0.05;-0.16;-0.04;-0.03;-0.24;
3.35;0.28;0.04;-0.01;0.01;0.00;0.05;0.13;-0.16;-0.04;-0.02;-0.24;
3.40;0.28;0.03;-0.01;0.05;0.00;0.06;-0.04;-0.16;-0.04;-0.00;-0.24;
3.45;0.28;0.03;-0.01;-0.00;0.00;0.06;0.14;-0.19;-0.04;0.01;-0.24;
3.50;0.28;0.02;-0.01;-0.02;0.00;0.06;-0.04;-0.16;-0.04;0.00;-0.25;
3.55;0.28;0.02;-0.01;-0.01;0.00;0.05;0.14;-0.16;-0.04;-0.00;-0.24;
3.60;0.28;0.02;-0.01;-0.07;0.00;0.05;-0.04;-0.14;-0.04;-0.00;-0.25;
3.65;0.28;0.04;-0.01;-0.03;0.00;0.05;0.14;-0.17;-0.04;-0.01;-0.24;
3.70;0.28;0.05;-0.01;-0.04;0.00;0.05;-0.03;-0.17;-0.04;-0.01;-0.25;
3.75;0.28;0.05;-0.01;-0.08;0.00;0.05;0.15;-0.18;-0.04;-0.01;-0.24;
3.80;0.28;0.06;-0.01;-0.05;0.00;0.05;-0.03;-0.18;-0.04;-0.00;-0.25;
3.85;0.28;0.06;-0.01;-0.10;0.00;0.06;0.15;-0.19;-0.04;-0.00;-0.24;
3.90;0.28;0.05;-0.01;-0.11;0.00;0.06;-0.03;-0.18;-0.04;-0.02;-0.25;
3.95;0.28;0.06;-0.01;-0.06;0.00;0.06;0.15;-0.18;-0.04;-0.01;-0.24;
4.00;0.28;0.04;-0.01;-0.09;0.00;0.06;-0.03;-0.19;-0.04;0.01;-0.25;
4.05;0.28;0.03;-0.01;-0.07;0.00;0.06;0.15;-0.18;-0.04;-0.02;-0.24;
4.10;0.28;0.03;-0.01;-0.07;0.00;0.05;-0.02;-0.17;-0.04;-0.01;-0.25;
4.15;0.28;0.03;-0.01;-0.09;0.00;0.05;0.16;-0.17;-0.04;-0.02;-0.24;
4.20;0.28;0.04;-0.01;-0.04;0.00;0.05;-0.02;-0.18;-0.04;-0.02;-0.25;
4.25;0.28;0.05;-0.01;-0.05;0.00;0.06;0.16;-0.16;-0.04;-0.02;-0.24;
4.30;0.28;0.05;-0.01;-0.04;0.00;0.05;-0.02;-0.16;-0.04;-0.04;-0.25;
4.35;0.28;0.06;-0.01;-0.02;0.00;0.04;0.16;-0.16;-0.04;-0.02;-0.24;
4.40;0.28;0.06;-0.01;-0.03;0.00;0.04;-0.02;-0.16;-0.04;-0.02;-0.25;
4.45;0.28;0.05;-0.01;-0.00;0.00;0.05;0.16;-0.17;-0.04;-0.03;-0.24;
4.50;0.28;0.04;-0.01;-0.00;0.00;0.05;-0.01;-0.18;-0.04;-0.04;-0.25;
4.55;0.28;0.03;-0.01;-0.01;0.00;0.04;0.16;-0.17;-0.04;-0.02;-0.24;
4.60;0.28;0.02;-0.01;0.01;0.00;0.04;-0.01;-0.17;-0.04;-0.00;-0.25;
4.65;0.28;0.03;-0.01;-0.01;0.00;0.05;0.16;-0.17;-0.04;-0.01;-0.24;
4.70;0.28;0.04;-0.01;0.02;0.00;0.04;-0.01;-0.18;-0.04;-0.02;-0.25;
4.75;0.28;0.05;-0.01;0.03;0.00;0.04;0.16;-0.17;-0.04;0.00;-0.24;
4.80;0.28;0.04;-0.01;-0.00;0.00;0.05;-0.01;-0.17;-0.04;-0.00;-0.25;
4.85;0.28;0.06;-0.01;0.05;0.00;0.07;0.17;-0.18;-0.04;-0.02;-0.24;
4.90;0.28;0.07;-0.01;0.02;0.00;0.06;-0.01;-0.18;-0.04;0.01;-0.25;
4.95;0.28;0.06;-0.01;-0.00;0.00;0.06;0.17;-0.16;-0.04;0.02;-0.24;
5.00;0.28;0.05;-0.01;0.04;0.00;0.05;-0.01;-0.17;-0.04;0.01;-0.25;
5.05;0.28;0.04;-0.01;-0.00;0.00;0.04;0.16;-0.17;-0.04;-0.01;-0.24;
5.10;0.28;0.04;-0.01;0.02;0.00;0.04;-0.00;-0.18;-0.04;-0.01;-0.25;
5.15;0.28;0.06;-0.01;0.03;0.00;0.05;0.16;-0.18;-0.04;-0.01;-0.24;
5.20;0.28;0.06;-0.01;-0.03;0.00;0.05;-0.00;-0.19;-0.04;-0.04;-0.25;
5.25;0.28;0.05;-0.01;0.01;0.00;0.05;0.17;-0.16;-0.04;-0.03;-0.24;
5.30;0.28;0.04;-0.01;-0.02;0.00;0.04;-0.00;-0.18;-0.04;-0.02;-0.25;
5.35;0.28;0.05;-0.01;-0.04;0.00;0.04;0.17;-0.16;-0.04;-0.00;-0.24;
5.40;0.28;0.06;-0.01;0.01;0.00;0.05;-0.00;-0.17;-0.04;-0.01;-0.25;
5.45;0.28;0.05;-0.01;-0.05;0.00;0.06;0.17;-0.16;-0.04;-0.00;-0.24;
5.50;0.28;0.06;-0.01;-0.05;0.00;0.05;0.00;-0.17;-0.04;-0.01;-0.25;
5.55;0.28;0.04;-0.01;-0.05;0.00;0.05;0.17;-0.17;-0.04;-0.02;-0.24;
5.60;0.28;0.03;-0.01;-0.09;0.00;0.05;0.00;-0.17;-0.04;-0.03;-0.25;
5.65;0.28;0.05;-0.01;-0.04;0.00;0.05;0.17;-0.16;-0.04;-0.03;-0.24;
5.70;0.28;0.05;-0.01;-0.08;0.00;0.05;0.00;-0.17;-0.04;-0.02;-0.25;
5.75;0.28;0.05;-0.01;-0.10;0.00;0.07;0.17;-0.18;-0.04;-0.02;-0.23;
5.80;0.28;0.04;-0.01;-0.07;0.00;0.07;0.00;-0.17;-0.04;-0.03;-0.25;
5.85;0.28;0.05;-0.01;-0.10;0.00;0.04;0.17;-0.18;-0.04;-0.03;-0.23;
5.90;0.28;0.06;-0.01;-0.08;0.00;0.03;0.00;-0.19;-0.04;-0.02;-0.25;
5.95;0.28;0.05;-0.01;-0.04;0.00;0.04;0.17;-0.19;-0.04;-0.01;-0.24;
6.00;0.28;0.04;-0.01;-0.06;0.00;0.05;0.01;-0.17;-0.04;-0.01;-0.25;
6.05;0.28;0.02;-0.01;-0.03;0.00;0.05;0.17;-0.19;-0.04;-0.02;-0.24;
6.10;0.28;0.01;-0.01;-0.03;0.00;0.03;0.00;-0.19;-0.04;-0.02;-0.26;
6.15;0.28;0.02;-0.01;-0.02;0.00;0.05;0.17;-0.16;-0.04;-0.02;-0.24;
6.20;0.28;0.04;-0.01;-0.01;0.00;0.04;0.01;-0.16;-0.04;-0.02;-0.26;
6.25;0.28;0.06;-0.01;-0.02;0.00;0.05;0.16;-0.17;-0.04;-0.02;-0.24;
6.30;0.28;0.06;-0.01;0.02;0.00;0.06;0.01;-0.17;-0.04;-0.01;-0.26;
6.35;0.28;0.04;-0.01;0.02;0.00;0.06;0.17;-0.18;-0.04;-0.00;-0.24;
6.40;0.28;0.03;-0.01;0.01;0.00;0.07;0.01;-0.17;-0.04;-0.01;-0.26;
6.45;0.28;0.03;-0.01;0.04;0.00;0.04;0.17;-0.17;-0.04;-0.00;-0.24;
6.50;0.28;0.04;-0.01;-0.00;0.00;0.04;0.01;-0.17;-0.04;-0.01;-0.26;
6.55;0.28;0.04;-0.01;0.03;0.00;0.05;0.17;-0.16;-0.04;-0.01;-0.24;
6.60;0.28;0.04;-0.01;0.05;0.00;0.06;0.01;-0.16;-0.04;0.00;-0.26;
6.65;0.28;0.03;-0.01;-0.00;0.00;0.08;0.17;-0.17;-0.04;-0.00;-0.24;
6.70;0.28;0.04;-0.01;0.04;0.00;0.06;0.01;-0.17;-0.04;-0.02;-0.26;
6.75;0.28;0.04;-0.01;0.01;0.00;0.05;0.16;-0.17;-0.04;-0.00;-0.24;
6.80;0.28;0.04;-0.01;-0.01;0.00;0.05;0.01;-0.16;-0.04;-0.00;-0.26;
6.85;0.28;0.04;-0.01;0.06;0.00;0.05;0.16;-0.16;-0.04;-0.01;-0.24;
6.90;0.28;0.04;-0.01;0.03;0.00;0.06;0.01;-0.18;-0.04;-0.02;-0.26;
6.95;0.28;0.05;-0.01;0.00;0.00;0.05;0.16;-0.16;-0.04;-0.03;-0.24;
7.00;0.28;0.04;-0.01;0.00;0.00;0.06;0.01;-0.18;-0.04;-0.04;-0.26;
7.05;0.28;0.03;-0.01;-0.05;0.00;0.04;0.17;-0.16;-0.04;-0.03;-0.24;
7.10;0.28;0.04;-0.01;-0.00;0.00;0.04;0.01;-0.17;-0.04;-0.03;-0.26;
7.15;0.28;0.05;-0.01;-0.03;0.00;0.05;0.16;-0.17;-0.04;-0.02;-0.24;
7.20;0.28;0.04;-0.01;-0.06;0.00;0.05;0.01;-0.18;-0.04;-0.03;-0.26;
7.25;0.28;0.03;-0.01;-0.02;0.00;0.05;0.16;-0.16;-0.04;-0.01;-0.24;
7.30;0.28;0.04;-0.01;-0.08;0.00;0.05;0.01;-0.17;-0.04;-0.01;-0.26;
7.35;0.28;0.04;-0.01;-0.07;0.00;0.06;0.16;-0.17;-0.04;-0.01;-0.24;
7.40;0.28;0.04;-0.01;-0.06;0.00;0.05;0.01;-0.16;-0.04;0.00;-0.26;
7.45;0.28;0.06;-0.01;-0.11;0.00;0.04;0.16;-0.16;-0.04;-0.00;-0.24;
7.50;0.28;0.05;-0.01;-0.08;0.00;0.05;0.01;-0.18;-0.04;-0.01;-0.26;
7.55;0.28;0.04;-0.01;-0.08;0.00;0.05;0.16;-0.17;-0.04;-0.01;-0.24;
7.60;0.28;0.07;-0.01;-0.09;0.00;0.06;0.01;-0.19;-0.04;0.00;-0.26;
7.65;0.28;0.07;-0.01;-0.04;0.00;0.06;0.16;-0.17;-0.04;0.00;-0.24;
7.70;0.28;0.06;-0.01;-0.06;0.00;0.05;0.02;-0.18;-0.04;-0.00;-0.26;
7.75;0.28;0.05;-0.01;-0.04;0.00;0.05;0.16;-0.18;-0.04;0.01;-0.24;
7.80;0.28;0.07;-0.01;-0.03;0.00;0.05;0.02;-0.17;-0.04;0.00;-0.26;
7.85;0.28;0.06;-0.01;-0.04;0.00;0.05;0.16;-0.17;-0.04;-0.01;-0.24;
7.90;0.28;0.05;-0.01;-0.02;0.00;0.04;0.02;-0.17;-0.04;-0.02;-0.25;
7.95;0.28;0.05;-0.01;-0.02;0.00;0.04;0.16;-0.19;-0.04;-0.01;-0.23;
8.00;0.28;0.04;-0.01;0.01;0.00;0.05;0.02;-0.18;-0.04;0.01;-0.25;
8.05;0.28;0.05;-0.01;0.03;0.00;0.06;0.16;-0.19;-0.04;-0.00;-0.23;
8.10;0.28;0.05;-0.01;-0.01;0.00;0.06;0.02;-0.16;-0.04;-0.01;-0.25;
8.15;0.28;0.05;-0.01;0.04;0.00;0.05;0.16;-0.16;-0.04;-0.02;-0.23;
8.20;0.28;0.05;-0.01;0.03;0.00;0.05;0.02;-0.17;-0.04;-0.01;-0.25;
8.25;0.28;0.04;-0.01;0.01;0.00;0.05;0.16;-0.19;-0.04;-0.02;-0.23;
8.30;0.28;0.05;-0.01;0.07;0.00;0.03;0.02;-0.17;-0.04;-0.00;-0.26;
8.35;0.28;0.06;-0.01;0.03;0.00;0.04;0.16;-0.18;-0.04;0.00;-0.24;
8.40;0.28;0.05;-0.01;0.02;0.00;0.04;0.02;-0.18;-0.04;0.00;-0.26;
8.45;0.28;0.03;-0.01;0.04;0.00;0.04;0.16;-0.16;-0.04;-0.00;-0.24;
8.50;0.27;0.04;-0.01;-0.01;0.00;0.05;0.02;-0.16;-0.04;-0.00;-0.26;
8.55;0.27;0.03;-0.01;0.02;0.00;0.05;0.16;-0.17;-0.04;-0.00;-0.24;
8.60;0.28;0.04;-0.01;0.01;0.00;0.06;0.02;-0.19;-0.04;-0.01;-0.26;
8.65;0.28;0.06;-0.01;-0.03;0.00;0.05;0.16;-0.19;-0.04;-0.01;-0.24;
8.70;0.28;0.06;-0.01;0.01;0.00;0.05;0.02;-0.17;-0.04;-0.03;-0.26;
8.75;0.28;0.06;-0.01;-0.04;0.00;0.05;0.16;-0.18;-0.04;-0.03;-0.24;
8.80;0.28;0.07;-0.01;-0.04;0.00;0.05;0.02;-0.20;-0.04;-0.02;-0.26;
8.85;0.28;0.05;-0.01;-0.02;0.00;0.05;0.16;-0.17;-0.04;-0.01;-0.24;
8.90;0.28;0.03;-0.01;-0.07;0.00;0.04;0.02;-0.18;-0.04;-0.01;-0.26;
8.95;0.28;0.02;-0.01;-0.06;0.00;0.05;0.16;-0.17;-0.04;-0.01;-0.24;
9.00;0.28;0.03;-0.01;-0.10;0.00;0.06;0.02;-0.16;-0.04;-0.02;-0.26;
9.05;0.28;0.04;-0.01;-0.11;0.00;0.06;0.16;-0.18;-0.04;-0.03;-0.24;
9.10;0.28;0.03;-0.01;-0.06;0.00;0.05;0.03;-0.17;-0.04;-0.03;-0.26;
9.15;0.28;0.04;-0.01;-0.10;0.00;0.05;0.15;-0.16;-0.04;-0.01;-0.24;
9.20;0.28;0.04;-0.01;-0.08;0.00;0.05;0.03;-0.17;-0.04;-0.01;-0.26;
9.25;0.28;0.02;-0.01;-0.06;0.00;0.05;0.16;-0.17;-0.04;0.01;-0.24;
9.30;0.28;0.02;-0.01;-0.08;0.00;0.05;0.02;-0.17;-0.04;-0.01;-0.26;
9.35;0.28;0.06;-0.01;-0.06;0.00;0.05;0.15;-0.17;-0.04;-0.01;-0.24;
9.40;0.28;0.07;-0.01;-0.05;0.00;0.05;0.03;-0.18;-0.04;0.01;-0.26;
9.45;0.28;0.05;-0.01;-0.04;0.00;0.05;0.15;-0.16;-0.04;0.01;-0.24;
9.50;0.28;0.04;-0.01;-0.02;0.00;0.05;0.03;-0.17;-0.04;-0.02;-0.26;
9.55;0.28;0.04;-0.01;-0.04;0.00;0.05;0.15;-0.18;-0.04;-0.02;-0.24;
9.60;0.28;0.05;-0.01;-0.01;0.00;0.04;0.03;-0.17;-0.04;-0.02;-0.26;
9.65;0.28;0.07;-0.01;-0.01;0.00;0.04;0.16;-0.15;-0.04;-0.02;-0.23;
9.70;0.27;0.05;-0.01;0.00;0.00;0.06;0.03;-0.17;-0.04;-0.02;-0.25;
9.75;0.28;0.04;-0.01;0.04;0.00;0.06;0.13;-0.17;-0.04;-0.03;-0.23;
9.80;0.27;0.05;-0.01;0.00;0.00;0.06;0.03;-0.17;-0.04;-0.04;-0.25;
9.85;0.28;0.06;-0.01;0.02;0.00;0.06;0.16;-0.17;-0.04;-0.04;-0.23;
9.90;0.28;0.05;-0.01;0.03;0.00;0.04;0.03;-0.17;-0.04;-0.02;-0.25;
9.95;0.28;0.05;-0.01;-0.01;0.00;0.04;0.16;-0.16;-0.04;-0.01;-0.23;
10.00;0.27;0.05;-0.01;0.04;0.00;0.04;0.03;-0.18;-0.04;-0.01;-0.26;
10.05;0.28;0.04;-0.01;0.03;0.00;0.04;0.16;-0.17;-0.04;-0.01;-0.23;
10.10;0.27;0.05;-0.01;-0.01;0.00;0.04;0.03;-0.16;-0.04;-0.01;-0.26;
10.15;0.28;0.05;-0.01;0.04;0.00;0.05;0.15;-0.16;-0.04;-0.00;-0.24;
10.20;0.27;0.01;-0.01;-0.00;0.00;0.04;0.03;-0.19;-0.04;-0.00;-0.26;
10.25;0.27;0.01;-0.01;0.01;0.00;0.04;0.15;-0.19;-0.04;0.00;-0.24;
10.30;0.27;0.03;-0.01;0.03;0.00;0.04;0.04;-0.20;-0.04;-0.01;-0.26;
10.35;0.28;0.05;-0.01;-0.02;0.00;0.05;0.15;-0.16;-0.04;-0.02;-0.24;
10.40;0.27;0.05;-0.01;-0.01;0.00;0.05;0.03;-0.18;-0.04;-0.03;-0.26;
10.45;0.28;0.05;-0.01;-0.06;0.00;0.05;0.16;-0.19;-0.04;-0.03;-0.24;
10.50;0.28;0.05;-0.01;-0.07;0.00;0.05;0.03;-0.18;-0.04;-0.03;-0.26;
10.55;0.28;0.06;-0.01;-0.02;0.00;0.04;0.15;-0.18;-0.04;-0.02;-0.24;
10.60;0.28;0.06;-0.01;-0.09;0.00;0.05;0.04;-0.17;-0.04;-0.02;-0.26;
10.65;0.28;0.04;-0.01;-0.08;0.00;0.05;0.15;-0.15;-0.04;-0.02;-0.24;
10.70;0.28;0.05;-0.01;-0.07;0.00;0.05;0.03;-0.16;-0.04;-0.01;-0.26;
10.75;0.28;0.06;-0.01;-0.12;0.00;0.06;0.15;-0.18;-0.04;0.01;-0.24;
10.80;0.27;0.05;-0.01;-0.06;0.00;0.05;0.03;-0.17;-0.04;0.04;-0.26;
10.85;0.28;0.04;-0.01;-0.06;0.00;0.05;0.15;-0.18;-0.04;0.00;-0.24;
10.90;0.27;0.04;-0.01;-0.09;0.00;0.06;0.03;-0.17;-0.04;-0.02;-0.26;
10.95;0.28;0.06;-0.01;-0.06;0.00;0.07;0.15;-0.18;-0.04;-0.01;-0.24;
11.00;0.28;0.05;-0.01;-0.07;0.00;0.06;0.03;-0.19;-0.04;-0.02;-0.26;
11.05;0.28;0.05;-0.01;-0.06;0.00;0.05;0.15;-0.18;-0.04;-0.02;-0.24;
11.10;0.27;0.04;-0.01;-0.03;0.00;0.06;0.03;-0.16;-0.04;-0.00;-0.25;
11.15;0.28;0.04;-0.01;-0.02;0.00;0.06;0.15;-0.17;-0.04;-0.00;-0.23;
11.20;0.27;0.04;-0.01;-0.01;0.00;0.06;0.03;-0.17;-0.04;-0.01;-0.25;
11.25;0.28;0.03;-0.01;-0.04;0.00;0.05;0.14;-0.17;-0.04;-0.01;-0.23;
11.30;0.27;0.04;-0.01;-0.01;0.00;0.05;0.04;-0.17;-0.04;-0.02;-0.25;
11.35;0.28;0.07;-0.01;0.02;0.00;0.05;0.15;-0.17;-0.04;-0.02;-0.23;
11.40;0.27;0.07;-0.01;0.01;0.00;0.06;0.04;-0.17;-0.04;-0.01;-0.26;
11.45;0.28;0.05;-0.01;0.05;0.00;0.05;0.15;-0.17;-0.04;-0.02;-0.24;
11.50;0.27;0.05;-0.01;0.02;0.00;0.05;0.04;-0.18;-0.04;-0.03;-0.26;
11.55;0.28;0.04;-0.01;-0.01;0.00;0.04;0.15;-0.19;-0.04;-0.03;-0.24;
11.60;0.28;0.03;-0.01;0.03;0.00;0.05;0.04;-0.19;-0.04;-0.02;-0.25;
11.65;0.28;0.03;-0.01;-0.00;0.00;0.05;0.14;-0.15;-0.04;-0.02;-0.24;
11.70;0.28;0.03;-0.01;0.03;0.00;0.05;0.04;-0.15;-0.04;-0.02;-0.25;
11.75;0.28;0.04;-0.01;0.05;0.00;0.05;0.15;-0.16;-0.04;-0.02;-0.24;
11.80;0.28;0.03;-0.01;-0.01;0.00;0.05;0.03;-0.18;-0.04;-0.02;-0.26;
11.85;0.28;0.05;-0.01;0.01;0.00;0.04;0.14;-0.16;-0.04;-0.01;-0.24;
11.90;0.27;0.05;-0.01;-0.02;0.00;0.03;0.04;-0.18;-0.04;0.00;-0.26;
11.95;0.28;0.04;-0.01;-0.04;0.00;0.04;0.15;-0.16;-0.04;-0.01;-0.24;
12.00;0.27;0.03;-0.01;0.00;0.00;0.05;0.04;-0.16;-0.04;-0.00;-0.26;
12.05;0.28;0.03;-0.01;-0.05;0.00;0.05;0.15;-0.16;-0.04;-0.01;-0.24;
12.10;0.28;0.02;-0.01;-0.05;0.00;0.05;0.04;-0.17;-0.04;-0.03;-0.26;
12.15;0.28;0.03;-0.01;-0.06;0.00;0.05;0.14;-0.16;-0.04;-0.02;-0.24;
12.20;0.28;0.05;-0.01;-0.11;0.00;0.05;0.04;-0.17;-0.04;-0.02;-0.26;
12.25;0.28;0.04;-0.01;-0.06;0.00;0.05;0.15;-0.17;-0.04;-0.03;-0.24;
12.30;0.27;0.04;-0.01;-0.09;0.00;0.06;0.04;-0.16;-0.04;-0.01;-0.26;
12.35;0.28;0.05;-0.01;-0.10;0.00;0.06;0.15;-0.18;-0.04;0.00;-0.24;
12.40;0.28;0.04;-0.01;-0.06;0.00;0.06;0.04;-0.16;-0.04;-0.01;-0.26;
