DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 11:21:25
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
0.85;0.16;0.07;-0.14;-0.03;-0.13;0.14;-0.01;0.02;-0.16;-0.06;-0.85;
0.90;0.16;0.06;-0.14;-0.04;-0.13;0.14;-0.12;0.00;-0.16;-0.05;-0.87;
0.95;0.16;0.05;-0.14;-0.06;-0.12;0.14;-0.01;0.01;-0.16;-0.04;-0.86;
1.00;0.16;0.04;-0.14;-0.06;-0.11;0.14;-0.13;0.00;-0.16;-0.04;-0.88;
1.05;0.16;0.05;-0.13;-0.13;-0.11;0.14;-0.01;0.00;-0.16;-0.05;-0.85;
1.10;0.16;0.05;-0.14;-0.12;-0.11;0.13;-0.13;0.02;-0.17;-0.08;-0.87;
1.15;0.16;0.04;-0.14;-0.09;-0.11;0.13;-0.02;0.02;-0.17;-0.06;-0.85;
1.20;0.16;0.04;-0.14;-0.10;-0.11;0.14;-0.13;0.02;-0.17;-0.04;-0.86;
1.25;0.17;0.05;-0.14;-0.07;-0.12;0.14;-0.02;0.01;-0.17;-0.05;-0.84;
1.30;0.17;0.06;-0.14;-0.05;-0.13;0.14;-0.13;0.01;-0.17;-0.05;-0.85;
1.35;0.17;0.06;-0.14;-0.03;-0.13;0.13;-0.02;0.01;-0.17;-0.06;-0.83;
1.40;0.17;0.05;-0.14;-0.05;-0.13;0.13;-0.12;0.01;-0.16;-0.05;-0.86;
1.45;0.17;0.05;-0.14;-0.01;-0.13;0.13;-0.02;0.02;-0.16;-0.05;-0.84;
1.50;0.17;0.05;-0.14;-0.05;-0.12;0.14;-0.12;0.02;-0.16;-0.05;-0.86;
1.55;0.16;0.06;-0.14;-0.08;-0.11;0.14;-0.02;0.02;-0.17;-0.06;-0.85;
1.60;0.16;0.07;-0.14;-0.05;-0.11;0.14;-0.12;0.02;-0.16;-0.04;-0.87;
1.65;0.16;0.06;-0.14;-0.12;-0.11;0.13;-0.02;0.00;-0.16;-0.02;-0.85;
1.70;0.15;0.06;-0.14;-0.11;-0.11;0.14;-0.12;0.01;-0.16;-0.03;-0.87;
1.75;0.16;0.08;-0.14;-0.10;-0.11;0.15;-0.03;0.01;-0.16;-0.04;-0.84;
1.80;0.16;0.06;-0.14;-0.13;-0.12;0.14;-0.11;0.02;-0.16;-0.03;-0.86;
1.85;0.17;0.06;-0.14;-0.08;-0.12;0.13;-0.02;0.02;-0.17;-0.04;-0.84;
1.90;0.17;0.05;-0.14;-0.06;-0.13;0.14;-0.11;0.02;-0.17;-0.05;-0.85;
1.95;0.17;0.06;-0.13;-0.04;-0.12;0.15;-0.02;0.01;-0.17;-0.05;-0.83;
2.00;0.17;0.05;-0.13;-0.05;-0.12;0.15;-0.11;0.01;-0.16;-0.06;-0.86;
2.05;0.17;0.04;-0.13;-0.02;-0.12;0.14;-0.02;0.01;-0.16;-0.05;-0.85;
2.10;0.16;0.04;-0.13;-0.03;-0.11;0.14;-0.11;0.02;-0.16;-0.04;-0.87;
2.15;0.16;0.04;-0.14;-0.06;-0.11;0.14;-0.03;0.02;-0.16;-0.03;-0.86;
2.20;0.16;0.04;-0.14;-0.03;-0.11;0.14;-0.11;0.02;-0.16;-0.02;-0.88;
2.25;0.16;0.04;-0.14;-0.10;-0.12;0.15;-0.03;0.02;-0.16;-0.05;-0.86;
2.30;0.16;0.06;-0.14;-0.11;-0.12;0.14;-0.11;0.00;-0.16;-0.06;-0.87;
2.35;0.17;0.06;-0.14;-0.12;-0.12;0.14;-0.03;-0.00;-0.16;-0.03;-0.84;
2.40;0.17;0.06;-0.14;-0.15;-0.12;0.14;-0.10;0.01;-0.16;-0.03;-0.85;
2.45;0.17;0.06;-0.14;-0.10;-0.12;0.15;-0.02;0.02;-0.17;-0.05;-0.84;
2.50;0.17;0.05;-0.14;-0.08;-0.12;0.16;-0.10;0.01;-0.17;-0.05;-0.86;
2.55;0.17;0.06;-0.13;-0.07;-0.12;0.16;-0.03;-0.01;-0.17;-0.04;-0.85;
2.60;0.16;0.07;-0.13;-0.06;-0.12;0.14;-0.10;0.00;-0.16;-0.05;-0.87;
2.65;0.16;0.05;-0.13;-0.02;-0.12;0.13;-0.03;0.02;-0.16;-0.06;-0.86;
2.70;0.16;0.04;-0.14;-0.03;-0.11;0.13;-0.10;0.03;-0.16;-0.06;-0.87;
2.75;0.16;0.05;-0.14;-0.05;-0.11;0.14;-0.03;-0.00;-0.16;-0.03;-0.85;
2.80;0.16;0.05;-0.14;-0.01;-0.11;0.14;-0.10;-0.01;-0.17;-0.04;-0.86;
2.85;0.16;0.05;-0.14;-0.05;-0.11;0.14;-0.03;0.02;-0.17;-0.05;-0.84;
2.90;0.16;0.05;-0.14;-0.08;-0.12;0.15;-0.10;0.03;-0.17;-0.03;-0.86;
2.95;0.16;0.06;-0.14;-0.08;-0.12;0.14;-0.03;0.03;-0.16;-0.04;-0.84;
3.00;0.16;0.06;-0.14;-0.14;-0.13;0.14;-0.10;0.03;-0.16;-0.04;-0.86;
3.05;0.17;0.06;-0.14;-0.09;-0.13;0.14;-0.03;0.03;-0.16;-0.05;-0.85;
3.10;0.17;0.05;-0.13;-0.11;-0.13;0.14;-0.09;0.02;-0.16;-0.04;-0.86;
3.15;0.17;0.05;-0.13;-0.11;-0.12;0.14;-0.03;0.01;-0.16;-0.03;-0.86;
3.20;0.17;0.06;-0.14;-0.08;-0.12;0.14;-0.09;0.01;-0.16;-0.05;-0.87;
3.25;0.17;0.06;-0.14;-0.06;-0.11;0.13;-0.03;0.02;-0.17;-0.07;-0.86;
3.30;0.16;0.05;-0.14;-0.05;-0.11;0.12;-0.09;0.02;-0.17;-0.05;-0.87;
3.35;0.16;0.05;-0.14;-0.04;-0.11;0.13;-0.04;0.01;-0.17;-0.04;-0.86;
3.40;0.16;0.05;-0.14;0.00;-0.11;0.14;-0.09;0.01;-0.17;-0.05;-0.86;
3.45;0.16;0.06;-0.14;-0.03;-0.11;0.13;-0.04;0.03;-0.17;-0.06;-0.84;
3.50;0.16;0.06;-0.14;-0.08;-0.12;0.13;-0.09;0.01;-0.16;-0.05;-0.84;
3.55;0.17;0.06;-0.14;-0.07;-0.12;0.12;-0.04;0.01;-0.16;-0.05;-0.83;
3.60;0.17;0.05;-0.14;-0.12;-0.12;0.13;-0.08;0.01;-0.16;-0.05;-0.85;
3.65;0.17;0.04;-0.14;-0.09;-0.13;0.14;-0.03;0.01;-0.16;-0.06;-0.85;
3.70;0.17;0.04;-0.14;-0.10;-0.12;0.14;-0.08;0.01;-0.16;-0.05;-0.87;
3.75;0.17;0.07;-0.14;-0.13;-0.12;0.15;-0.04;0.03;-0.17;-0.07;-0.87;
3.80;0.16;0.06;-0.14;-0.10;-0.12;0.15;-0.08;0.02;-0.17;-0.06;-0.88;
3.85;0.16;0.06;-0.13;-0.13;-0.11;0.13;-0.04;0.01;-0.17;-0.04;-0.86;
3.90;0.16;0.06;-0.13;-0.12;-0.11;0.13;-0.08;0.02;-0.17;-0.05;-0.86;
3.95;0.16;0.05;-0.13;-0.07;-0.11;0.13;-0.04;0.01;-0.17;-0.04;-0.85;
4.00;0.16;0.06;-0.13;-0.00;-0.11;0.14;-0.08;0.00;-0.17;-0.05;-0.85;
4.05;0.16;0.09;-0.14;-0.02;-0.12;0.14;-0.04;-0.00;-0.17;-0.06;-0.84;
4.10;0.16;0.07;-0.14;-0.05;-0.12;0.14;-0.08;0.02;-0.16;-0.05;-0.85;
4.15;0.17;0.05;-0.14;-0.03;-0.12;0.14;-0.04;0.01;-0.16;-0.05;-0.84;
4.20;0.17;0.05;-0.14;-0.08;-0.12;0.15;-0.07;0.01;-0.16;-0.05;-0.86;
4.25;0.17;0.05;-0.14;-0.07;-0.13;0.14;-0.04;0.03;-0.16;-0.06;-0.86;
4.30;0.17;0.04;-0.14;-0.09;-0.12;0.14;-0.07;0.02;-0.16;-0.07;-0.88;
4.35;0.17;0.04;-0.14;-0.13;-0.12;0.15;-0.04;0.00;-0.16;-0.05;-0.87;
4.40;0.16;0.05;-0.13;-0.10;-0.12;0.14;-0.07;0.01;-0.17;-0.05;-0.88;
4.45;0.16;0.07;-0.13;-0.12;-0.11;0.13;-0.05;0.04;-0.17;-0.06;-0.86;
4.50;0.16;0.06;-0.14;-0.11;-0.11;0.13;-0.07;0.02;-0.17;-0.04;-0.86;
4.55;0.16;0.06;-0.14;-0.06;-0.11;0.14;-0.05;0.01;-0.17;-0.03;-0.84;
4.60;0.16;0.04;-0.14;-0.04;-0.11;0.14;-0.07;0.02;-0.17;-0.04;-0.84;
4.65;0.16;0.05;-0.14;-0.04;-0.12;0.14;-0.04;0.03;-0.17;-0.04;-0.84;
4.70;0.16;0.06;-0.14;-0.05;-0.12;0.14;-0.06;0.01;-0.17;-0.05;-0.85;
4.75;0.17;0.06;-0.14;-0.00;-0.12;0.13;-0.04;-0.00;-0.16;-0.04;-0.85;
4.80;0.17;0.06;-0.14;-0.06;-0.12;0.13;-0.06;-0.00;-0.16;-0.05;-0.86;
4.85;0.17;0.06;-0.14;-0.07;-0.12;0.14;-0.05;-0.01;-0.16;-0.06;-0.86;
4.90;0.17;0.07;-0.14;-0.05;-0.12;0.14;-0.07;0.02;-0.16;-0.06;-0.87;
4.95;0.17;0.07;-0.14;-0.10;-0.12;0.14;-0.05;0.02;-0.16;-0.04;-0.86;
5.00;0.16;0.06;-0.14;-0.10;-0.12;0.13;-0.07;0.00;-0.17;-0.04;-0.86;
5.05;0.16;0.06;-0.13;-0.14;-0.12;0.14;-0.05;0.00;-0.17;-0.05;-0.85;
5.10;0.16;0.07;-0.13;-0.13;-0.12;0.14;-0.06;0.01;-0.17;-0.05;-0.86;
5.15;0.16;0.07;-0.13;-0.07;-0.12;0.15;-0.05;0.01;-0.17;-0.04;-0.85;
5.20;0.16;0.06;-0.14;-0.09;-0.12;0.15;-0.06;0.01;-0.16;-0.04;-0.86;
5.25;0.16;0.06;-0.14;-0.07;-0.12;0.14;-0.05;-0.01;-0.16;-0.07;-0.85;
5.30;0.16;0.06;-0.14;-0.04;-0.12;0.14;-0.05;-0.01;-0.16;-0.06;-0.86;
5.35;0.17;0.05;-0.14;-0.01;-0.12;0.15;-0.05;0.01;-0.16;-0.05;-0.85;
5.40;0.17;0.05;-0.14;-0.04;-0.12;0.14;-0.06;0.04;-0.16;-0.05;-0.86;
5.45;0.17;0.04;-0.14;-0.04;-0.12;0.14;-0.06;0.03;-0.17;-0.05;-0.85;
5.50;0.17;0.05;-0.13;-0.02;-0.12;0.14;-0.05;0.03;-0.17;-0.05;-0.86;
5.55;0.16;0.05;-0.13;-0.07;-0.12;0.14;-0.05;0.02;-0.17;-0.05;-0.85;
5.60;0.16;0.05;-0.13;-0.07;-0.12;0.13;-0.05;0.01;-0.17;-0.04;-0.85;
5.65;0.16;0.05;-0.14;-0.10;-0.12;0.13;-0.06;-0.01;-0.17;-0.04;-0.84;
5.70;0.16;0.04;-0.14;-0.12;-0.11;0.14;-0.05;0.00;-0.16;-0.07;-0.85;
5.75;0.17;0.06;-0.14;-0.08;-0.12;0.14;-0.06;0.00;-0.16;-0.07;-0.85;
5.80;0.17;0.05;-0.15;-0.13;-0.12;0.15;-0.05;0.01;-0.16;-0.06;-0.85;
5.85;0.17;0.05;-0.14;-0.11;-0.12;0.14;-0.06;0.03;-0.16;-0.05;-0.85;
5.90;0.17;0.05;-0.14;-0.08;-0.12;0.14;-0.04;0.03;-0.16;-0.05;-0.86;
5.95;0.17;0.05;-0.13;-0.08;-0.12;0.13;-0.06;0.01;-0.16;-0.06;-0.85;
6.00;0.16;0.03;-0.13;-0.06;-0.12;0.13;-0.04;0.03;-0.17;-0.05;-0.86;
6.05;0.16;0.04;-0.13;-0.04;-0.12;0.14;-0.06;0.02;-0.17;-0.05;-0.85;
6.10;0.16;0.04;-0.13;-0.00;-0.11;0.14;-0.04;0.02;-0.17;-0.04;-0.85;
6.15;0.16;0.04;-0.13;-0.04;-0.11;0.14;-0.07;0.02;-0.17;-0.04;-0.85;
6.20;0.16;0.07;-0.14;-0.04;-0.11;0.14;-0.04;0.03;-0.17;-0.04;-0.85;
6.25;0.17;0.06;-0.14;-0.05;-0.11;0.13;-0.07;0.03;-0.17;-0.04;-0.85;
6.30;0.17;0.05;-0.14;-0.09;-0.11;0.14;-0.04;0.02;-0.16;-0.04;-0.86;
6.35;0.17;0.06;-0.14;-0.07;-0.12;0.13;-0.07;0.02;-0.16;-0.04;-0.85;
6.40;0.16;0.07;-0.14;-0.11;-0.12;0.13;-0.03;0.02;-0.16;-0.04;-0.86;
6.45;0.17;0.07;-0.14;-0.10;-0.12;0.14;-0.07;0.05;-0.16;-0.05;-0.86;
6.50;0.17;0.05;-0.14;-0.09;-0.13;0.13;-0.03;0.02;-0.16;-0.04;-0.86;
6.55;0.17;0.06;-0.14;-0.11;-0.12;0.13;-0.07;0.01;-0.16;-0.05;-0.86;
6.60;0.17;0.07;-0.14;-0.09;-0.12;0.13;-0.03;0.03;-0.17;-0.05;-0.86;
6.65;0.17;0.06;-0.14;-0.05;-0.12;0.13;-0.07;0.01;-0.17;-0.04;-0.86;
6.70;0.16;0.06;-0.14;-0.01;-0.11;0.14;-0.03;0.03;-0.17;-0.05;-0.86;
6.75;0.16;0.07;-0.14;-0.03;-0.11;0.14;-0.07;0.03;-0.17;-0.04;-0.85;
6.80;0.16;0.05;-0.13;-0.02;-0.11;0.13;-0.02;0.03;-0.17;-0.04;-0.85;
6.85;0.16;0.04;-0.13;-0.03;-0.11;0.12;-0.07;0.03;-0.17;-0.04;-0.84;
6.90;0.16;0.05;-0.13;-0.07;-0.12;0.12;-0.02;0.01;-0.16;-0.03;-0.84;
6.95;0.16;0.05;-0.13;-0.04;-0.12;0.14;-0.07;0.01;-0.16;-0.03;-0.84;
7.00;0.16;0.07;-0.14;-0.07;-0.12;0.15;-0.02;0.02;-0.16;-0.05;-0.85;
7.05;0.17;0.07;-0.14;-0.09;-0.12;0.15;-0.08;0.02;-0.16;-0.06;-0.86;
7.10;0.17;0.04;-0.14;-0.07;-0.12;0.14;-0.02;0.03;-0.16;-0.05;-0.87;
7.15;0.17;0.05;-0.14;-0.13;-0.12;0.13;-0.08;0.03;-0.16;-0.03;-0.87;
7.20;0.17;0.05;-0.14;-0.10;-0.12;0.14;-0.02;0.02;-0.17;-0.03;-0.87;
7.25;0.17;0.06;-0.14;-0.10;-0.12;0.15;-0.08;0.00;-0.17;-0.03;-0.87;
7.30;0.17;0.05;-0.13;-0.09;-0.12;0.14;-0.02;-0.00;-0.17;-0.04;-0.86;
7.35;0.16;0.07;-0.13;-0.06;-0.12;0.13;-0.08;0.00;-0.17;-0.03;-0.85;
7.40;0.16;0.06;-0.13;-0.01;-0.11;0.14;-0.01;0.01;-0.17;-0.02;-0.86;
7.45;0.16;0.05;-0.13;0.00;-0.11;0.14;-0.08;0.02;-0.16;-0.05;-0.86;
7.50;0.16;0.07;-0.13;-0.05;-0.12;0.14;-0.01;0.04;-0.16;-0.05;-0.86;
7.55;0.16;0.06;-0.14;-0.01;-0.12;0.13;-0.08;0.04;-0.16;-0.04;-0.86;
7.60;0.17;0.04;-0.14;-0.03;-0.12;0.13;-0.01;0.02;-0.16;-0.04;-0.86;
7.65;0.17;0.04;-0.14;-0.07;-0.12;0.13;-0.08;0.01;-0.17;-0.05;-0.85;
7.70;0.17;0.04;-0.15;-0.05;-0.12;0.13;-0.01;0.03;-0.17;-0.06;-0.85;
7.75;0.17;0.04;-0.14;-0.12;-0.12;0.13;-0.08;0.03;-0.17;-0.05;-0.85;
7.80;0.17;0.06;-0.14;-0.11;-0.12;0.14;-0.01;0.02;-0.17;-0.04;-0.86;
7.85;0.17;0.06;-0.13;-0.10;-0.12;0.15;-0.09;0.00;-0.17;-0.04;-0.85;
7.90;0.16;0.06;-0.13;-0.13;-0.12;0.15;-0.01;0.02;-0.16;-0.05;-0.86;
7.95;0.16;0.05;-0.13;-0.09;-0.12;0.14;-0.08;0.01;-0.16;-0.05;-0.86;
8.00;0.16;0.06;-0.13;-0.08;-0.12;0.13;-0.00;0.01;-0.16;-0.04;-0.86;
8.05;0.16;0.04;-0.14;-0.07;-0.12;0.14;-0.08;0.01;-0.16;-0.04;-0.86;
8.10;0.16;0.03;-0.14;-0.07;-0.12;0.14;0.00;0.01;-0.16;-0.04;-0.86;
8.15;0.16;0.03;-0.14;-0.01;-0.12;0.14;-0.08;0.01;-0.16;-0.04;-0.85;
8.20;0.17;0.04;-0.14;-0.00;-0.12;0.14;-0.00;0.01;-0.17;-0.05;-0.86;
8.25;0.17;0.04;-0.14;-0.04;-0.12;0.14;-0.09;0.02;-0.17;-0.07;-0.86;
8.30;0.17;0.05;-0.14;-0.01;-0.12;0.14;-0.01;0.03;-0.17;-0.07;-0.86;
8.35;0.17;0.06;-0.13;-0.08;-0.12;0.14;-0.09;0.02;-0.17;-0.05;-0.86;
8.40;0.17;0.06;-0.13;-0.07;-0.12;0.14;-0.01;0.01;-0.17;-0.04;-0.86;
8.45;0.17;0.04;-0.13;-0.07;-0.12;0.13;-0.09;0.01;-0.17;-0.04;-0.85;
8.50;0.17;0.03;-0.14;-0.11;-0.12;0.13;0.00;0.02;-0.17;-0.05;-0.86;
8.55;0.16;0.03;-0.14;-0.08;-0.12;0.13;-0.08;0.00;-0.17;-0.03;-0.85;
8.60;0.16;0.05;-0.14;-0.10;-0.12;0.12;0.01;0.02;-0.16;-0.03;-0.86;
8.65;0.16;0.06;-0.14;-0.09;-0.12;0.12;-0.08;0.02;-0.16;-0.06;-0.86;
8.70;0.16;0.07;-0.14;-0.04;-0.12;0.14;0.01;0.02;-0.16;-0.05;-0.86;
8.75;0.16;0.05;-0.14;0.00;-0.12;0.13;-0.09;0.02;-0.16;-0.04;-0.86;
8.80;0.17;0.04;-0.14;0.01;-0.12;0.13;0.00;0.01;-0.16;-0.04;-0.86;
8.85;0.17;0.05;-0.14;-0.03;-0.12;0.13;-0.09;0.02;-0.17;-0.04;-0.85;
8.90;0.17;0.07;-0.14;0.01;-0.12;0.13;0.00;0.00;-0.17;-0.06;-0.85;
8.95;0.17;0.06;-0.13;-0.03;-0.12;0.14;-0.09;0.00;-0.17;-0.06;-0.84;
9.00;0.16;0.05;-0.14;-0.06;-0.12;0.15;0.01;0.02;-0.17;-0.05;-0.85;
9.05;0.16;0.05;-0.14;-0.05;-0.12;0.14;-0.09;0.01;-0.17;-0.06;-0.85;
9.10;0.16;0.06;-0.14;-0.10;-0.12;0.14;0.01;0.01;-0.16;-0.05;-0.85;
9.15;0.16;0.04;-0.13;-0.09;-0.12;0.15;-0.09;0.01;-0.16;-0.03;-0.85;
9.20;0.16;0.04;-0.14;-0.12;-0.12;0.13;0.01;0.01;-0.16;-0.03;-0.86;
9.25;0.16;0.04;-0.14;-0.12;-0.12;0.13;-0.09;0.02;-0.16;-0.04;-0.86;
9.30;0.17;0.03;-0.14;-0.06;-0.12;0.14;0.01;0.02;-0.16;-0.03;-0.87;
9.35;0.17;0.07;-0.14;-0.08;-0.12;0.13;-0.10;0.02;-0.16;-0.02;-0.86;
9.40;0.17;0.08;-0.14;-0.07;-0.12;0.13;0.00;0.01;-0.17;-0.02;-0.87;
9.45;0.17;0.07;-0.14;-0.06;-0.12;0.14;-0.11;0.03;-0.17;-0.04;-0.86;
9.50;0.17;0.06;-0.14;-0.02;-0.12;0.15;-0.00;0.02;-0.17;-0.05;-0.86;
9.55;0.16;0.05;-0.14;-0.03;-0.12;0.14;-0.11;0.02;-0.17;-0.05;-0.85;
9.60;0.16;0.06;-0.13;-0.05;-0.12;0.13;0.00;0.02;-0.17;-0.04;-0.85;
9.65;0.16;0.06;-0.13;-0.01;-0.11;0.14;-0.11;0.01;-0.17;-0.04;-0.84;
9.70;0.16;0.04;-0.13;-0.05;-0.11;0.14;0.01;0.01;-0.16;-0.05;-0.85;
9.75;0.16;0.04;-0.13;-0.06;-0.12;0.14;-0.11;0.01;-0.16;-0.05;-0.85;
9.80;0.17;0.05;-0.14;-0.07;-0.12;0.14;0.01;0.01;-0.16;-0.05;-0.86;
9.85;0.17;0.06;-0.14;-0.10;-0.12;0.13;-0.12;0.02;-0.16;-0.03;-0.85;
9.90;0.17;0.05;-0.14;-0.06;-0.12;0.14;-0.01;0.02;-0.16;-0.04;-0.86;
9.95;0.17;0.06;-0.14;-0.10;-0.12;0.15;-0.13;0.02;-0.16;-0.04;-0.86;
10.00;0.17;0.05;-0.14;-0.09;-0.12;0.15;-0.01;0.02;-0.16;-0.04;-0.86;
10.05;0.16;0.05;-0.14;-0.07;-0.12;0.14;-0.13;0.02;-0.16;-0.04;-0.85;
10.10;0.16;0.05;-0.14;-0.09;-0.12;0.14;-0.01;0.03;-0.17;-0.05;-0.86;
10.15;0.16;0.04;-0.13;-0.07;-0.12;0.15;-0.13;0.03;-0.17;-0.04;-0.85;
10.20;0.16;0.04;-0.13;-0.04;-0.12;0.15;-0.01;0.03;-0.17;-0.02;-0.86;
10.25;0.16;0.05;-0.13;0.01;-0.12;0.14;-0.13;0.01;-0.17;-0.03;-0.85;
10.30;0.16;0.06;-0.13;-0.02;-0.11;0.14;-0.01;0.01;-0.17;-0.03;-0.86;
10.35;0.16;0.07;-0.13;-0.04;-0.11;0.14;-0.14;0.02;-0.16;-0.03;-0.86;
10.40;0.16;0.07;-0.13;-0.04;-0.11;0.14;-0.02;0.02;-0.16;-0.03;-0.86;
10.45;0.16;0.07;-0.14;-0.08;-0.12;0.14;-0.15;0.04;-0.16;-0.05;-0.85;
10.50;0.17;0.06;-0.14;-0.05;-0.12;0.14;-0.03;0.01;-0.16;-0.06;-0.86;
10.55;0.16;0.05;-0.14;-0.10;-0.12;0.14;-0.16;0.01;-0.17;-0.04;-0.85;
10.60;0.17;0.04;-0.15;-0.11;-0.12;0.14;-0.03;0.02;-0.17;-0.05;-0.86;
10.65;0.17;0.05;-0.14;-0.08;-0.12;0.13;-0.16;0.02;-0.17;-0.05;-0.84;
10.70;0.17;0.06;-0.14;-0.12;-0.12;0.14;-0.02;0.01;-0.17;-0.04;-0.86;
10.75;0.17;0.07;-0.14;-0.08;-0.12;0.14;-0.16;0.04;-0.17;-0.03;-0.84;
10.80;0.17;0.05;-0.13;-0.04;-0.12;0.12;-0.02;0.03;-0.17;-0.03;-0.86;
10.85;0.16;0.04;-0.13;-0.03;-0.12;0.12;-0.16;0.01;-0.16;-0.03;-0.85;
10.90;0.16;0.06;-0.13;-0.03;-0.12;0.13;-0.03;0.02;-0.16;-0.06;-0.86;
10.95;0.15;0.05;-0.13;-0.02;-0.11;0.14;-0.17;0.03;-0.16;-0.07;-0.85;
11.00;0.16;0.05;-0.14;0.01;-0.11;0.13;-0.03;0.01;-0.16;-0.06;-0.86;
11.05;0.16;0.05;-0.14;-0.04;-0.11;0.14;-0.18;0.01;-0.16;-0.05;-0.84;
11.10;0.17;0.04;-0.14;-0.03;-0.11;0.14;-0.04;0.02;-0.16;-0.03;-0.86;
11.15;0.17;0.05;-0.14;-0.07;-0.11;0.13;-0.19;0.02;-0.17;-0.01;-0.84;
11.20;0.17;0.04;-0.14;-0.08;-0.12;0.12;-0.05;0.02;-0.17;-0.01;-0.86;
11.25;0.17;0.04;-0.14;-0.04;-0.12;0.13;-0.19;0.04;-0.17;-0.04;-0.85;
11.30;0.17;0.04;-0.13;-0.11;-0.12;0.15;-0.04;0.02;-0.17;-0.05;-0.88;
11.35;0.16;0.04;-0.13;-0.09;-0.12;0.15;-0.19;0.02;-0.17;-0.05;-0.86;
11.40;0.16;0.06;-0.13;-0.05;-0.12;0.15;-0.04;0.04;-0.16;-0.04;-0.88;
11.45;0.16;0.05;-0.13;-0.06;-0.12;0.14;-0.20;0.03;-0.16;-0.03;-0.86;
11.50;0.16;0.04;-0.14;-0.04;-0.12;0.14;-0.05;0.00;-0.16;-0.04;-0.88;
11.55;0.16;0.07;-0.14;-0.03;-0.12;0.15;-0.21;0.01;-0.16;-0.06;-0.85;
11.60;0.17;0.08;-0.14;-0.01;-0.11;0.14;-0.05;0.01;-0.16;-0.04;-0.86;
11.65;0.16;0.06;-0.14;-0.03;-0.11;0.13;-0.21;0.00;-0.17;-0.02;-0.84;
11.70;0.17;0.06;-0.14;0.01;-0.12;0.14;-0.05;0.01;-0.17;-0.04;-0.85;
11.75;0.17;0.05;-0.14;0.00;-0.11;0.14;-0.22;0.02;-0.17;-0.04;-0.83;
11.80;0.17;0.05;-0.14;-0.04;-0.12;0.14;-0.06;0.04;-0.17;-0.05;-0.86;
11.85;0.16;0.05;-0.13;-0.03;-0.12;0.14;-0.22;0.02;-0.17;-0.03;-0.84;
11.90;0.16;0.05;-0.14;-0.08;-0.12;0.14;-0.05;0.01;-0.17;-0.03;-0.87;
11.95;0.16;0.04;-0.13;-0.08;-0.12;0.13;-0.22;0.01;-0.16;-0.03;-0.86;
12.00;0.16;0.05;-0.14;-0.07;-0.12;0.14;-0.05;0.03;-0.16;-0.04;-0.88;
12.05;0.16;0.06;-0.13;-0.11;-0.12;0.14;-0.22;0.04;-0.16;-0.06;-0.85;
12.10;0.16;0.09;-0.14;-0.07;-0.12;0.14;-0.06;0.01;-0.16;-0.04;-0.86;
12.15;0.16;0.08;-0.13;-0.07;-0.12;0.14;-0.23;0.02;-0.16;-0.04;-0.84;
