DASYLab - V 13.00.00
Worksheet name: DASYLab
Recording date     : 6-3-2025, 10:14:14
Block length       : 8
Delta              : 0.05 sec.
Number of channels : 11
Measurement time[s];WL1 [V];VEL1 [V];WL2 [V];VEL2 [V];WL3 [V];VEL3 [V];WL4 [V];VEL4 [V];WL5 [V];VEL5 [V];WL6 [V];
0.90;0.25;0.09;-0.04;-0.10;-0.01;0.09;0.08;-0.13;-0.06;-0.08;-0.33;
0.95;0.25;0.09;-0.04;-0.04;-0.01;0.10;0.02;-0.15;-0.06;-0.08;-0.34;
1.00;0.25;0.09;-0.03;-0.08;-0.02;0.10;0.08;-0.15;-0.06;-0.06;-0.32;
1.05;0.25;0.11;-0.03;-0.07;-0.02;0.10;0.02;-0.16;-0.06;-0.05;-0.35;
1.10;0.26;0.09;-0.03;-0.04;-0.02;0.09;0.08;-0.17;-0.06;-0.06;-0.35;
1.15;0.27;0.08;-0.03;-0.04;-0.02;0.09;0.02;-0.13;-0.06;-0.06;-0.37;
1.20;0.27;0.09;-0.03;-0.03;-0.02;0.09;0.09;-0.14;-0.06;-0.05;-0.36;
1.25;0.27;0.10;-0.03;-0.01;-0.01;0.10;0.02;-0.15;-0.06;-0.06;-0.36;
1.30;0.27;0.10;-0.03;0.03;-0.01;0.11;0.09;-0.14;-0.06;-0.06;-0.34;
1.35;0.26;0.10;-0.04;0.01;-0.01;0.11;0.01;-0.16;-0.06;-0.07;-0.34;
1.40;0.26;0.08;-0.03;-0.01;-0.01;0.11;0.09;-0.13;-0.06;-0.06;-0.32;
1.45;0.25;0.08;-0.03;0.02;-0.02;0.11;0.01;-0.13;-0.06;-0.07;-0.33;
1.50;0.25;0.08;-0.03;-0.03;-0.02;0.11;0.08;-0.14;-0.06;-0.06;-0.33;
1.55;0.25;0.09;-0.03;-0.01;-0.02;0.10;0.01;-0.18;-0.06;-0.04;-0.36;
1.60;0.26;0.09;-0.03;-0.02;-0.02;0.10;0.09;-0.16;-0.06;-0.03;-0.36;
1.65;0.26;0.09;-0.03;-0.05;-0.02;0.10;0.01;-0.15;-0.06;-0.04;-0.37;
1.70;0.26;0.08;-0.03;-0.03;-0.02;0.10;0.09;-0.16;-0.06;-0.06;-0.35;
1.75;0.26;0.08;-0.04;-0.10;-0.02;0.10;0.01;-0.15;-0.06;-0.04;-0.36;
1.80;0.26;0.10;-0.04;-0.09;-0.02;0.10;0.09;-0.15;-0.06;-0.04;-0.32;
1.85;0.26;0.08;-0.04;-0.04;-0.02;0.10;-0.00;-0.16;-0.06;-0.07;-0.33;
1.90;0.26;0.09;-0.03;-0.10;-0.02;0.09;0.09;-0.15;-0.06;-0.07;-0.31;
1.95;0.26;0.08;-0.03;-0.07;-0.02;0.08;0.00;-0.14;-0.06;-0.06;-0.34;
2.00;0.26;0.08;-0.02;-0.06;-0.02;0.09;0.09;-0.14;-0.06;-0.06;-0.34;
2.05;0.26;0.11;-0.03;-0.08;-0.02;0.09;0.00;-0.15;-0.06;-0.05;-0.37;
2.10;0.26;0.11;-0.03;-0.04;-0.02;0.09;0.10;-0.16;-0.06;-0.05;-0.36;
2.15;0.26;0.12;-0.04;-0.02;-0.02;0.10;0.00;-0.14;-0.06;-0.06;-0.38;
2.20;0.26;0.09;-0.04;0.00;-0.02;0.10;0.10;-0.14;-0.06;-0.06;-0.35;
2.25;0.26;0.08;-0.04;-0.02;-0.01;0.10;-0.00;-0.13;-0.06;-0.06;-0.35;
2.30;0.25;0.08;-0.03;0.02;-0.01;0.09;0.10;-0.14;-0.06;-0.07;-0.32;
2.35;0.25;0.09;-0.03;0.03;-0.01;0.09;-0.00;-0.15;-0.06;-0.08;-0.34;
2.40;0.26;0.09;-0.02;0.00;-0.01;0.11;0.10;-0.16;-0.07;-0.07;-0.33;
2.45;0.26;0.08;-0.02;0.04;-0.01;0.11;0.00;-0.15;-0.07;-0.07;-0.36;
2.50;0.26;0.08;-0.02;-0.01;-0.02;0.11;0.10;-0.14;-0.06;-0.06;-0.35;
2.55;0.26;0.09;-0.03;-0.04;-0.02;0.10;-0.00;-0.14;-0.06;-0.06;-0.38;
2.60;0.26;0.08;-0.04;-0.03;-0.02;0.09;0.10;-0.15;-0.05;-0.07;-0.36;
2.65;0.26;0.08;-0.04;-0.09;-0.02;0.09;-0.01;-0.14;-0.05;-0.07;-0.37;
2.70;0.26;0.10;-0.03;-0.04;-0.02;0.09;0.10;-0.14;-0.06;-0.07;-0.34;
2.75;0.25;0.09;-0.03;-0.06;-0.01;0.09;-0.02;-0.16;-0.06;-0.06;-0.35;
2.80;0.25;0.09;-0.03;-0.09;-0.01;0.09;0.10;-0.15;-0.07;-0.07;-0.32;
2.85;0.25;0.09;-0.03;-0.04;-0.01;0.09;-0.02;-0.15;-0.06;-0.07;-0.34;
2.90;0.26;0.09;-0.03;-0.07;-0.01;0.09;0.11;-0.16;-0.06;-0.06;-0.33;
2.95;0.26;0.11;-0.03;-0.08;-0.02;0.09;-0.01;-0.13;-0.06;-0.06;-0.36;
3.00;0.26;0.09;-0.03;-0.02;-0.02;0.10;0.11;-0.14;-0.06;-0.06;-0.35;
3.05;0.26;0.08;-0.03;-0.01;-0.02;0.10;-0.01;-0.13;-0.06;-0.05;-0.38;
3.10;0.26;0.08;-0.03;-0.02;-0.02;0.10;0.11;-0.14;-0.06;-0.06;-0.35;
3.15;0.26;0.10;-0.03;-0.03;-0.02;0.08;-0.01;-0.15;-0.06;-0.07;-0.36;
3.20;0.25;0.10;-0.03;0.02;-0.02;0.09;0.11;-0.14;-0.06;-0.08;-0.33;
3.25;0.25;0.09;-0.03;0.01;-0.01;0.10;-0.02;-0.16;-0.06;-0.05;-0.35;
3.30;0.25;0.08;-0.03;-0.00;-0.01;0.10;0.11;-0.15;-0.06;-0.03;-0.33;
3.35;0.26;0.07;-0.04;0.00;-0.01;0.10;-0.02;-0.15;-0.06;-0.04;-0.35;
3.40;0.26;0.09;-0.03;-0.04;-0.01;0.10;0.12;-0.16;-0.06;-0.03;-0.34;
3.45;0.27;0.10;-0.03;-0.03;-0.02;0.10;-0.02;-0.16;-0.06;-0.03;-0.36;
3.50;0.27;0.09;-0.02;-0.05;-0.02;0.10;0.12;-0.15;-0.06;-0.05;-0.35;
3.55;0.26;0.10;-0.02;-0.08;-0.02;0.10;-0.02;-0.15;-0.06;-0.06;-0.37;
3.60;0.26;0.10;-0.02;-0.02;-0.02;0.10;0.12;-0.14;-0.06;-0.06;-0.33;
3.65;0.25;0.09;-0.03;-0.08;-0.01;0.10;-0.02;-0.12;-0.06;-0.06;-0.34;
3.70;0.25;0.08;-0.03;-0.08;-0.01;0.10;0.14;-0.15;-0.06;-0.06;-0.32;
3.75;0.25;0.09;-0.04;-0.06;-0.01;0.10;-0.02;-0.18;-0.06;-0.05;-0.34;
3.80;0.25;0.09;-0.04;-0.10;-0.02;0.10;0.13;-0.17;-0.06;-0.04;-0.32;
3.85;0.26;0.09;-0.04;-0.06;-0.02;0.09;-0.02;-0.14;-0.06;-0.06;-0.35;
3.90;0.26;0.08;-0.03;-0.04;-0.02;0.09;0.13;-0.16;-0.06;-0.07;-0.34;
3.95;0.27;0.07;-0.03;-0.04;-0.02;0.09;-0.03;-0.14;-0.06;-0.06;-0.36;
4.00;0.27;0.07;-0.03;-0.03;-0.02;0.09;0.12;-0.15;-0.06;-0.06;-0.35;
4.05;0.26;0.09;-0.03;-0.01;-0.02;0.09;-0.03;-0.16;-0.06;-0.06;-0.37;
4.10;0.26;0.09;-0.03;0.01;-0.02;0.10;0.12;-0.17;-0.06;-0.05;-0.36;
4.15;0.26;0.09;-0.03;-0.01;-0.01;0.11;-0.03;-0.16;-0.06;-0.05;-0.37;
4.20;0.26;0.09;-0.03;0.02;-0.01;0.11;0.13;-0.14;-0.06;-0.06;-0.35;
4.25;0.25;0.10;-0.03;0.00;-0.01;0.10;-0.03;-0.15;-0.05;-0.06;-0.36;
4.30;0.25;0.08;-0.03;-0.03;-0.02;0.10;0.12;-0.16;-0.05;-0.06;-0.33;
4.35;0.25;0.08;-0.03;0.00;-0.02;0.08;-0.04;-0.15;-0.05;-0.06;-0.33;
4.40;0.26;0.08;-0.03;-0.06;-0.02;0.09;0.11;-0.15;-0.05;-0.06;-0.31;
4.45;0.26;0.10;-0.04;-0.05;-0.01;0.10;-0.05;-0.14;-0.06;-0.03;-0.33;
4.50;0.26;0.10;-0.04;-0.04;-0.01;0.10;0.11;-0.15;-0.07;-0.04;-0.33;
4.55;0.26;0.12;-0.04;-0.10;-0.02;0.10;-0.04;-0.16;-0.07;-0.06;-0.36;
4.60;0.26;0.12;-0.03;-0.07;-0.02;0.09;0.12;-0.15;-0.07;-0.06;-0.35;
4.65;0.26;0.09;-0.02;-0.10;-0.02;0.09;-0.04;-0.16;-0.07;-0.07;-0.37;
4.70;0.26;0.08;-0.02;-0.11;-0.02;0.09;0.12;-0.16;-0.06;-0.05;-0.36;
4.75;0.25;0.09;-0.02;-0.04;-0.02;0.09;-0.04;-0.15;-0.06;-0.04;-0.36;
4.80;0.26;0.10;-0.02;-0.03;-0.02;0.09;0.12;-0.16;-0.05;-0.05;-0.34;
4.85;0.26;0.10;-0.03;-0.03;-0.02;0.09;-0.05;-0.14;-0.05;-0.03;-0.34;
4.90;0.26;0.10;-0.04;-0.02;-0.01;0.09;0.11;-0.13;-0.05;-0.04;-0.33;
4.95;0.26;0.10;-0.04;0.02;-0.01;0.11;-0.05;-0.16;-0.06;-0.05;-0.34;
5.00;0.26;0.10;-0.04;0.02;-0.01;0.10;0.11;-0.17;-0.06;-0.05;-0.33;
5.05;0.25;0.09;-0.03;0.00;-0.01;0.10;-0.06;-0.15;-0.07;-0.05;-0.35;
5.10;0.26;0.10;-0.03;0.04;-0.02;0.09;0.11;-0.14;-0.07;-0.06;-0.35;
5.15;0.26;0.10;-0.03;0.01;-0.02;0.09;-0.07;-0.17;-0.07;-0.07;-0.37;
5.20;0.26;0.10;-0.02;-0.00;-0.02;0.09;0.11;-0.16;-0.07;-0.05;-0.36;
5.25;0.26;0.10;-0.03;-0.01;-0.02;0.10;-0.06;-0.13;-0.06;-0.04;-0.36;
5.30;0.26;0.09;-0.03;-0.08;-0.02;0.09;0.11;-0.13;-0.06;-0.07;-0.34;
5.35;0.26;0.10;-0.03;-0.03;-0.02;0.09;-0.06;-0.13;-0.05;-0.07;-0.34;
5.40;0.26;0.10;-0.03;-0.06;-0.01;0.09;0.11;-0.12;-0.05;-0.05;-0.33;
5.45;0.26;0.09;-0.03;-0.08;-0.01;0.09;-0.08;-0.15;-0.06;-0.05;-0.33;
5.50;0.26;0.08;-0.03;-0.04;-0.01;0.10;0.09;-0.17;-0.06;-0.06;-0.34;
5.55;0.26;0.09;-0.03;-0.10;-0.01;0.11;-0.09;-0.16;-0.06;-0.08;-0.35;
5.60;0.26;0.10;-0.03;-0.08;-0.02;0.10;0.05;-0.15;-0.06;-0.07;-0.36;
5.65;0.26;0.08;-0.03;-0.03;-0.02;0.10;-0.12;-0.15;-0.06;-0.05;-0.36;
5.70;0.26;0.08;-0.03;-0.03;-0.02;0.10;0.03;-0.14;-0.06;-0.05;-0.36;
5.75;0.26;0.08;-0.03;-0.03;-0.02;0.10;-0.13;-0.16;-0.06;-0.07;-0.35;
5.80;0.26;0.08;-0.03;-0.03;-0.02;0.10;0.03;-0.15;-0.06;-0.06;-0.34;
5.85;0.26;0.07;-0.04;0.02;-0.01;0.10;-0.14;-0.16;-0.06;-0.05;-0.33;
5.90;0.26;0.08;-0.03;-0.01;-0.01;0.09;0.02;-0.15;-0.06;-0.04;-0.33;
5.95;0.26;0.08;-0.03;-0.01;-0.01;0.10;-0.16;-0.15;-0.05;-0.05;-0.33;
6.00;0.26;0.09;-0.03;-0.00;-0.01;0.11;-0.01;-0.14;-0.05;-0.06;-0.34;
6.05;0.26;0.09;-0.03;-0.05;-0.02;0.09;-0.19;-0.13;-0.06;-0.07;-0.35;
6.10;0.25;0.11;-0.03;-0.02;-0.02;0.09;-0.04;-0.13;-0.06;-0.06;-0.37;
6.15;0.25;0.10;-0.03;-0.06;-0.03;0.08;-0.21;-0.15;-0.07;-0.05;-0.37;
6.20;0.25;0.09;-0.03;-0.06;-0.03;0.09;-0.05;-0.15;-0.07;-0.05;-0.38;
6.25;0.26;0.09;-0.04;-0.02;-0.02;0.10;-0.23;-0.15;-0.07;-0.04;-0.36;
6.30;0.26;0.11;-0.03;-0.08;-0.01;0.10;-0.06;-0.14;-0.06;-0.05;-0.35;
6.35;0.27;0.11;-0.03;-0.07;-0.01;0.09;-0.24;-0.14;-0.06;-0.06;-0.33;
6.40;0.27;0.09;-0.03;-0.06;-0.00;0.09;-0.07;-0.16;-0.06;-0.05;-0.33;
6.45;0.26;0.08;-0.03;-0.11;-0.01;0.09;-0.24;-0.14;-0.06;-0.02;-0.32;
6.50;0.26;0.09;-0.03;-0.06;-0.01;0.08;-0.04;-0.16;-0.06;-0.04;-0.33;
6.55;0.25;0.09;-0.03;-0.04;-0.02;0.09;-0.23;-0.14;-0.06;-0.05;-0.32;
6.60;0.25;0.09;-0.03;-0.02;-0.02;0.10;-0.05;-0.13;-0.06;-0.05;-0.35;
6.65;0.25;0.08;-0.03;-0.02;-0.02;0.10;-0.23;-0.14;-0.06;-0.05;-0.34;
6.70;0.26;0.08;-0.04;0.01;-0.02;0.09;-0.05;-0.14;-0.06;-0.05;-0.37;
6.75;0.26;0.09;-0.03;0.03;-0.02;0.09;-0.23;-0.14;-0.07;-0.05;-0.36;
6.80;0.26;0.10;-0.03;-0.01;-0.01;0.11;-0.05;-0.16;-0.07;-0.04;-0.38;
6.85;0.26;0.10;-0.03;0.01;-0.01;0.12;-0.23;-0.14;-0.06;-0.02;-0.35;
6.90;0.26;0.11;-0.03;-0.02;-0.01;0.11;-0.04;-0.13;-0.06;-0.03;-0.35;
6.95;0.26;0.10;-0.03;-0.03;-0.01;0.10;-0.23;-0.15;-0.06;-0.05;-0.31;
7.00;0.26;0.09;-0.03;-0.02;-0.01;0.09;-0.02;-0.14;-0.06;-0.05;-0.32;
7.05;0.25;0.08;-0.03;-0.08;-0.02;0.09;-0.21;-0.15;-0.06;-0.04;-0.31;
7.10;0.25;0.08;-0.03;-0.03;-0.02;0.09;-0.02;-0.15;-0.06;-0.04;-0.34;
7.15;0.25;0.08;-0.03;-0.06;-0.02;0.10;-0.21;-0.15;-0.06;-0.05;-0.34;
7.20;0.26;0.08;-0.03;-0.11;-0.02;0.11;-0.02;-0.14;-0.06;-0.06;-0.38;
7.25;0.26;0.08;-0.03;-0.06;-0.01;0.11;-0.21;-0.14;-0.06;-0.05;-0.36;
7.30;0.26;0.07;-0.03;-0.07;-0.01;0.11;-0.02;-0.13;-0.07;-0.05;-0.37;
7.35;0.27;0.08;-0.03;-0.08;-0.01;0.10;-0.21;-0.15;-0.07;-0.03;-0.33;
7.40;0.27;0.09;-0.04;-0.03;-0.01;0.09;-0.02;-0.15;-0.06;-0.05;-0.34;
7.45;0.26;0.10;-0.03;-0.00;-0.02;0.09;-0.20;-0.15;-0.06;-0.06;-0.30;
7.50;0.26;0.09;-0.03;0.01;-0.02;0.09;-0.00;-0.14;-0.06;-0.05;-0.33;
7.55;0.25;0.08;-0.02;0.01;-0.02;0.10;-0.19;-0.15;-0.06;-0.05;-0.32;
7.60;0.25;0.09;-0.03;0.06;-0.02;0.10;0.01;-0.15;-0.06;-0.06;-0.36;
7.65;0.25;0.09;-0.02;0.03;-0.01;0.10;-0.19;-0.15;-0.06;-0.06;-0.35;
7.70;0.26;0.11;-0.03;0.01;-0.01;0.10;-0.00;-0.16;-0.06;-0.06;-0.38;
7.75;0.26;0.13;-0.03;0.03;-0.01;0.09;-0.19;-0.12;-0.06;-0.06;-0.36;
7.80;0.27;0.12;-0.03;-0.01;-0.01;0.10;-0.01;-0.16;-0.06;-0.05;-0.37;
7.85;0.27;0.09;-0.03;-0.01;-0.01;0.09;-0.20;-0.16;-0.06;-0.04;-0.34;
7.90;0.27;0.09;-0.04;-0.06;-0.02;0.09;-0.00;-0.14;-0.06;-0.03;-0.34;
7.95;0.26;0.09;-0.03;-0.09;-0.02;0.09;-0.18;-0.15;-0.06;-0.05;-0.31;
8.00;0.26;0.09;-0.03;-0.03;-0.02;0.09;0.01;-0.16;-0.06;-0.06;-0.33;
8.05;0.25;0.08;-0.03;-0.08;-0.02;0.10;-0.17;-0.17;-0.06;-0.06;-0.32;
8.10;0.25;0.09;-0.03;-0.07;-0.02;0.10;0.02;-0.16;-0.06;-0.06;-0.36;
8.15;0.25;0.09;-0.03;-0.04;-0.01;0.10;-0.17;-0.15;-0.06;-0.06;-0.35;
8.20;0.25;0.09;-0.03;-0.03;-0.01;0.10;0.02;-0.14;-0.06;-0.06;-0.38;
8.25;0.26;0.09;-0.03;-0.03;-0.01;0.10;-0.16;-0.11;-0.06;-0.05;-0.35;
8.30;0.27;0.09;-0.03;-0.01;-0.01;0.10;0.02;-0.14;-0.06;-0.05;-0.36;
8.35;0.27;0.10;-0.02;0.04;-0.02;0.09;-0.16;-0.15;-0.06;-0.07;-0.33;
8.40;0.27;0.10;-0.03;0.01;-0.02;0.09;0.02;-0.14;-0.06;-0.07;-0.34;
8.45;0.26;0.09;-0.02;-0.01;-0.02;0.09;-0.16;-0.15;-0.06;-0.05;-0.32;
8.50;0.26;0.10;-0.03;-0.01;-0.02;0.10;0.03;-0.15;-0.06;-0.04;-0.34;
8.55;0.25;0.11;-0.03;-0.04;-0.01;0.10;-0.15;-0.15;-0.06;-0.04;-0.33;
8.60;0.25;0.11;-0.04;-0.00;-0.02;0.10;0.04;-0.14;-0.06;-0.05;-0.36;
8.65;0.25;0.10;-0.03;-0.05;-0.02;0.11;-0.14;-0.15;-0.06;-0.04;-0.34;
8.70;0.26;0.09;-0.03;-0.06;-0.02;0.10;0.04;-0.16;-0.06;-0.05;-0.36;
8.75;0.26;0.10;-0.03;-0.04;-0.01;0.10;-0.14;-0.16;-0.06;-0.05;-0.34;
8.80;0.26;0.10;-0.03;-0.11;-0.01;0.10;0.04;-0.14;-0.06;-0.05;-0.35;
8.85;0.26;0.08;-0.02;-0.08;-0.01;0.11;-0.13;-0.13;-0.06;-0.04;-0.33;
8.90;0.25;0.09;-0.03;-0.05;-0.01;0.11;0.03;-0.14;-0.06;-0.03;-0.36;
8.95;0.25;0.11;-0.03;-0.09;-0.01;0.10;-0.13;-0.15;-0.06;-0.03;-0.34;
9.00;0.25;0.09;-0.04;-0.07;-0.02;0.10;0.03;-0.13;-0.06;-0.04;-0.36;
9.05;0.25;0.10;-0.04;-0.04;-0.02;0.10;-0.13;-0.14;-0.06;-0.06;-0.33;
9.10;0.26;0.10;-0.04;-0.02;-0.02;0.08;0.04;-0.14;-0.06;-0.06;-0.35;
9.15;0.27;0.09;-0.03;-0.02;-0.02;0.09;-0.11;-0.15;-0.06;-0.07;-0.33;
9.20;0.27;0.09;-0.03;0.01;-0.02;0.10;0.04;-0.16;-0.06;-0.04;-0.35;
9.25;0.26;0.09;-0.02;0.01;-0.01;0.10;-0.11;-0.15;-0.06;-0.04;-0.33;
9.30;0.26;0.10;-0.03;-0.03;-0.01;0.10;0.05;-0.15;-0.06;-0.07;-0.35;
9.35;0.25;0.10;-0.03;-0.01;-0.01;0.10;-0.10;-0.13;-0.06;-0.05;-0.34;
9.40;0.25;0.09;-0.03;-0.06;-0.01;0.10;0.05;-0.14;-0.06;-0.03;-0.36;
9.45;0.25;0.11;-0.03;-0.06;-0.02;0.09;-0.10;-0.14;-0.06;-0.04;-0.35;
9.50;0.26;0.09;-0.04;-0.02;-0.02;0.10;0.06;-0.17;-0.06;-0.05;-0.36;
9.55;0.26;0.09;-0.03;-0.08;-0.02;0.10;-0.09;-0.15;-0.06;-0.06;-0.34;
9.60;0.26;0.09;-0.03;-0.07;-0.02;0.10;0.06;-0.14;-0.06;-0.07;-0.35;
9.65;0.26;0.08;-0.03;-0.07;-0.02;0.08;-0.08;-0.15;-0.06;-0.05;-0.33;
9.70;0.26;0.09;-0.03;-0.11;-0.01;0.09;0.06;-0.14;-0.06;-0.05;-0.34;
9.75;0.26;0.09;-0.03;-0.05;-0.01;0.10;-0.08;-0.14;-0.06;-0.05;-0.32;
9.80;0.27;0.08;-0.03;-0.04;-0.01;0.10;0.07;-0.14;-0.06;-0.04;-0.34;
9.85;0.26;0.08;-0.03;-0.04;-0.01;0.10;-0.07;-0.14;-0.06;-0.04;-0.34;
9.90;0.26;0.08;-0.03;-0.03;-0.02;0.10;0.07;-0.14;-0.06;-0.05;-0.37;
9.95;0.25;0.09;-0.03;0.01;-0.02;0.09;-0.06;-0.14;-0.06;-0.04;-0.37;
10.00;0.25;0.10;-0.03;0.01;-0.02;0.09;0.08;-0.15;-0.06;-0.02;-0.37;
10.05;0.25;0.09;-0.03;-0.01;-0.02;0.09;-0.05;-0.14;-0.06;-0.04;-0.35;
10.10;0.26;0.09;-0.04;0.04;-0.01;0.10;0.08;-0.15;-0.06;-0.06;-0.35;
10.15;0.26;0.10;-0.03;0.01;-0.01;0.11;-0.04;-0.15;-0.06;-0.06;-0.33;
10.20;0.26;0.10;-0.03;-0.01;-0.01;0.11;0.08;-0.17;-0.06;-0.06;-0.34;
10.25;0.26;0.09;-0.03;-0.02;-0.01;0.11;-0.04;-0.16;-0.06;-0.04;-0.33;
10.30;0.26;0.09;-0.03;-0.09;-0.02;0.10;0.09;-0.13;-0.06;-0.02;-0.34;
10.35;0.25;0.10;-0.03;-0.04;-0.02;0.09;-0.02;-0.15;-0.06;-0.04;-0.34;
10.40;0.26;0.08;-0.03;-0.08;-0.02;0.10;0.12;-0.16;-0.06;-0.06;-0.35;
10.45;0.25;0.08;-0.03;-0.10;-0.02;0.10;-0.00;-0.15;-0.06;-0.06;-0.35;
10.50;0.26;0.08;-0.03;-0.05;-0.01;0.10;0.12;-0.15;-0.06;-0.03;-0.36;
10.55;0.26;0.07;-0.03;-0.10;-0.01;0.10;0.00;-0.14;-0.06;-0.04;-0.36;
10.60;0.27;0.08;-0.03;-0.09;-0.01;0.10;0.11;-0.15;-0.06;-0.06;-0.36;
10.65;0.26;0.09;-0.03;-0.03;-0.01;0.09;-0.00;-0.14;-0.06;-0.06;-0.36;
10.70;0.26;0.10;-0.03;-0.01;-0.02;0.10;0.11;-0.14;-0.06;-0.06;-0.36;
10.75;0.25;0.11;-0.03;-0.00;-0.02;0.10;0.01;-0.13;-0.06;-0.07;-0.35;
10.80;0.25;0.11;-0.03;0.00;-0.02;0.10;0.12;-0.13;-0.06;-0.06;-0.35;
10.85;0.25;0.09;-0.03;0.05;-0.02;0.09;0.01;-0.14;-0.06;-0.05;-0.34;
10.90;0.26;0.09;-0.03;0.00;-0.02;0.09;0.13;-0.14;-0.07;-0.04;-0.34;
10.95;0.26;0.11;-0.03;0.00;-0.01;0.10;0.03;-0.13;-0.07;-0.05;-0.34;
11.00;0.27;0.10;-0.03;-0.01;-0.01;0.10;0.13;-0.15;-0.06;-0.04;-0.34;
11.05;0.26;0.10;-0.03;-0.04;-0.01;0.10;0.03;-0.13;-0.06;-0.03;-0.34;
11.10;0.26;0.10;-0.03;-0.02;-0.02;0.11;0.12;-0.15;-0.06;-0.04;-0.35;
11.15;0.25;0.10;-0.03;-0.08;-0.02;0.11;0.02;-0.15;-0.06;-0.04;-0.35;
11.20;0.25;0.09;-0.03;-0.09;-0.02;0.11;0.11;-0.15;-0.06;-0.06;-0.35;
11.25;0.25;0.10;-0.03;-0.05;-0.02;0.12;0.02;-0.14;-0.06;-0.06;-0.35;
11.30;0.26;0.09;-0.04;-0.09;-0.02;0.11;0.11;-0.14;-0.06;-0.05;-0.36;
11.35;0.26;0.09;-0.04;-0.06;-0.01;0.11;0.02;-0.14;-0.06;-0.07;-0.35;
11.40;0.27;0.09;-0.03;-0.03;-0.01;0.10;0.11;-0.15;-0.06;-0.08;-0.35;
11.45;0.26;0.09;-0.03;-0.04;-0.01;0.10;0.03;-0.15;-0.06;-0.05;-0.34;
11.50;0.26;0.12;-0.03;-0.04;-0.01;0.09;0.11;-0.14;-0.06;-0.04;-0.34;
11.55;0.25;0.11;-0.02;-0.01;-0.01;0.09;0.02;-0.13;-0.06;-0.04;-0.33;
11.60;0.25;0.09;-0.02;0.03;-0.02;0.10;0.10;-0.14;-0.06;-0.05;-0.33;
11.65;0.25;0.09;-0.03;-0.00;-0.02;0.11;0.03;-0.13;-0.06;-0.06;-0.32;
11.70;0.25;0.08;-0.03;-0.01;-0.02;0.10;0.11;-0.14;-0.06;-0.06;-0.34;
11.75;0.26;0.08;-0.03;-0.02;-0.02;0.10;0.03;-0.15;-0.06;-0.07;-0.35;
11.80;0.26;0.09;-0.03;-0.04;-0.02;0.10;0.10;-0.13;-0.06;-0.08;-0.37;
11.85;0.27;0.09;-0.03;0.00;-0.01;0.11;0.03;-0.14;-0.06;-0.07;-0.37;
11.90;0.27;0.09;-0.03;-0.06;-0.01;0.11;0.10;-0.15;-0.06;-0.06;-0.37;
11.95;0.26;0.11;-0.03;-0.06;-0.01;0.09;0.03;-0.14;-0.06;-0.05;-0.36;
12.00;0.26;0.10;-0.03;-0.04;-0.02;0.10;0.09;-0.15;-0.06;-0.03;-0.34;
12.05;0.26;0.09;-0.03;-0.11;-0.02;0.11;0.03;-0.14;-0.06;-0.03;-0.32;
